Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"His comments about a campaign related to a previous game against Hull, when Oscar and Diego Costa were booked for diving, although Gary Cahill escaped a caution for a blatant dive as he tried to win a penalty.","He made the comment about a campaign related to previous games in which Oscar and Diego Costa were booked for diving against Hull despite Gary Cahill's outpouring of caution for blatant diving when he tried to win a penalty.","hypernym","Predicted Relationship: contradiction with 98.12% confidence."
"His comments about a campaign related to a previous game against Hull, when Oscar and Diego Costa were booked for diving, although Gary Cahill escaped a caution for a blatant dive as he tried to win a penalty.","He made the comment about a campaign related to previous games in which Oscar and Diego Costa were booked for diving against Hull although Gary Cahill escaped caution for not blatantly diving during his penalty win try.","polarity_negation","Predicted Relationship: neutral with 52.31% confidence."
"His comments about a campaign related to a previous game against Hull, when Oscar and Diego Costa were booked for diving, although Gary Cahill escaped a caution for a blatant dive as he tried to win a penalty.","He made the comment about a campaign related to previous games in which Oscar and Diego Costa were booked for diving against Gary although Cahill Hull escaped caution for blatant diving when he tried to win a penalty.","RS","Predicted Relationship: contradiction with 81.75% confidence."
"His comments about a campaign related to a previous game against Hull, when Oscar and Diego Costa were booked for diving, although Gary Cahill escaped a caution for a blatant dive as he tried to win a penalty.","He made the comment about a campaign related to previous games in which Oscar and Diego Costa were booked for diving against Hull although Gary Cahill escaped caution for blatant diving when he tried to fall back on penalties.","antonym","Predicted Relationship: entailment with 94.16% confidence."
"As of June 30, Timberlake's "The 20/20 Experience" has sold just over two million copies -- the only album to do so thus far this year.","As of June 30th Timberlake's "The 20/20 Experience" has sold just over 2 million copies an album that has done so thus far this year.","RD","Predicted Relationship: entailment with 98.67% confidence."
"As of June 30, Timberlake's "The 20/20 Experience" has sold just over two million copies -- the only album to do so thus far this year.","As of June 30 Timberlake's "The 20/20 Experience" had sold merely over 2 million copies the only album to do so thus far this year.","hypernym","Predicted Relationship: entailment with 99.87% confidence."
"As of June 30, Timberlake's "The 20/20 Experience" has sold just over two million copies -- the only album to do so thus far this year.","As of June 30th Timberlake's "The 20/20 Experience" had sold just over 2 million not only the album that has done so thus far this year.","polarity_negation","Predicted Relationship: contradiction with 98.38% confidence."
"As of June 30, Timberlake's "The 20/20 Experience" has sold just over two million copies -- the only album to do so thus far this year.","As of June 30th Timberlake's only album The Experience had sold just over 2 million 20/20 which is so far this year.","RS","Predicted Relationship: entailment with 38.97% confidence."
"As of June 30, Timberlake's "The 20/20 Experience" has sold just over two million copies -- the only album to do so thus far this year.","As of June 30th Timberlake's "The 20/20 Experience" had sold just over 2 million the only album to have unmasked so far this year.","antonym","Predicted Relationship: neutral with 92.12% confidence."
"Best Albums of 2013: Mid-year Report .","Best album of the year. Mid-year report","RD","Predicted Relationship: entailment with 98.61% confidence."
"Best Albums of 2013: Mid-year Report .","The most just album of 2013 (reported mid-year).","hypernym","Predicted Relationship: neutral with 99.16% confidence."
"Best Albums of 2013: Mid-year Report .","Best album of 2013 - not a mid year report.","polarity_negation","Predicted Relationship: contradiction with 99.68% confidence."
"Best Albums of 2013: Mid-year Report .","Best album of 2013 - mid year reports","RS","Predicted Relationship: entailment with 98.39% confidence."
"Best Albums of 2013: Mid-year Report .","Best album of 2013 (refused mid-year reports)","antonym","Predicted Relationship: contradiction with 99.69% confidence."
"The rest of the top five best-selling albums include Bruno Mars' "Unorthodox Jukebox" (985,000 copies sold this year after a December release), Mumford & Sons' nine-month-old "Babel" (884,000 sold in addition to 1.46 million sold by the end of last year), Blake Shelton's "Based on a True Story .","The rest of the top 5 best albums are Bruno Mars' Unorthodox Jukebox which sold out because a copy was sold a year after it was released in December.","RD","Predicted Relationship: neutral with 91.46% confidence."
"The rest of the top five best-selling albums include Bruno Mars' "Unorthodox Jukebox" (985,000 copies sold this year after a December release), Mumford & Sons' nine-month-old "Babel" (884,000 sold in addition to 1.46 million sold by the end of last year), Blake Shelton's "Based on a True Story .","Unorthodox Jukebox by Bruno Mars is one of the best 5 albums of the repose sold this year because of copies sold this year after it was released in December.","hypernym","Predicted Relationship: entailment with 99.25% confidence."
"The rest of the top five best-selling albums include Bruno Mars' "Unorthodox Jukebox" (985,000 copies sold this year after a December release), Mumford & Sons' nine-month-old "Babel" (884,000 sold in addition to 1.46 million sold by the end of last year), Blake Shelton's "Based on a True Story .","The rest of the top 5 best albums are not including Bruno Mars' Unorthodox Jukebox which sold out because a copy was sold this year after it was released in December.","polarity_negation","Predicted Relationship: contradiction with 98.53% confidence."
"The rest of the top five best-selling albums include Bruno Mars' "Unorthodox Jukebox" (985,000 copies sold this year after a December release), Mumford & Sons' nine-month-old "Babel" (884,000 sold in addition to 1.46 million sold by the end of last year), Blake Shelton's "Based on a True Story .","Most of Mars's "Unorthodox Jukebox" sold out copies this year after its December release and the rest of the top 5 albums were good "Bruno".","RS","Predicted Relationship: neutral with 96.07% confidence."
"The rest of the top five best-selling albums include Bruno Mars' "Unorthodox Jukebox" (985,000 copies sold this year after a December release), Mumford & Sons' nine-month-old "Babel" (884,000 sold in addition to 1.46 million sold by the end of last year), Blake Shelton's "Based on a True Story .","The rest of the top 5 best albums are Bruno Mars' Unorthodox Jukebox which was bought for a copy sold this year after it was released in December.","antonym","Predicted Relationship: entailment with 74.53% confidence."
"Macklemore and Ryan Lewis' "Thrift Shop" has broken a record for the most digital sales in the first six months of a calendar year, barely besting Gotye's 5.5 million downloads of "Somebody That I Used to Know" by this time last year.","Macklemore's Thrift Shop and Ryan Lewis's record of the most digital sales in a calendar year broke Gotye's best record of 5 million downloads of Someone That I Know How to Know by this time last year.","RD","Predicted Relationship: contradiction with 97.61% confidence."
"Macklemore and Ryan Lewis' "Thrift Shop" has broken a record for the most digital sales in the first six months of a calendar year, barely besting Gotye's 5.5 million downloads of "Somebody That I Used to Know" by this time last year.","Macklemore's Thrift Shop and Ryan Lewis's record of the first digital sales of the calendar year broke Gotye's best record of 5 million downloads of Mean Someone That I Know How to Know by this time last year.","hypernym","Predicted Relationship: contradiction with 97.12% confidence."
"Macklemore and Ryan Lewis' "Thrift Shop" has broken a record for the most digital sales in the first six months of a calendar year, barely besting Gotye's 5.5 million downloads of "Somebody That I Used to Know" by this time last year.","Neither Macklemore nor Ryan Lewis' Thrift Shop broke the record for the first digital sales of the calendar year Gotye's best record of the year with 5.5 million downloads of Someone That I Know How to Know by this time last year.","polarity_negation","Predicted Relationship: contradiction with 99.63% confidence."
"Macklemore and Ryan Lewis' "Thrift Shop" has broken a record for the most digital sales in the first six months of a calendar year, barely besting Gotye's 5.5 million downloads of "Somebody That I Used to Know" by this time last year.","Calendar and Ryan Lewis' Thrift Shop record of the most digital sales in the first month of Macklemore year broke Gotye's best record of 5. million downloads of Someone That I Know How to Know by this time last year.","RS","Predicted Relationship: contradiction with 91.42% confidence."
"Macklemore and Ryan Lewis' "Thrift Shop" has broken a record for the most digital sales in the first six months of a calendar year, barely besting Gotye's 5.5 million downloads of "Somebody That I Used to Know" by this time last year.","Macklemore's Thrift Shop and Ryan Lewis's record of the first digital sales of the calendar year broke Gotye's best record of 5 million downloads of Someone That I Know How to Know by this time of the first year.","antonym","Predicted Relationship: contradiction with 93.72% confidence."
"On the Charts: Wale Keeps the Hip-Hop Summer Rolling .",""Wale keeps the summer rolling on the chart.","RD","Predicted Relationship: entailment with 99.11% confidence."
"On the Charts: Wale Keeps the Hip-Hop Summer Rolling .","Wade keeps hip-hop undulating in the summer on the chart.","hypernym","Predicted Relationship: entailment with 99.63% confidence."
"On the Charts: Wale Keeps the Hip-Hop Summer Rolling .","Wale keeps hip hop rolling in the summer off the charts - not.","polarity_negation","Predicted Relationship: contradiction with 96.62% confidence."
"On the Charts: Wale Keeps the Hip-Hop Summer Rolling .","Hip-hop keeps rolling in the summer with Wade on the chart.","RS","Predicted Relationship: entailment with 99.69% confidence."
"On the Charts: Wale Keeps the Hip-Hop Summer Rolling .","Wale keeps hip-hop unwinding in the summer on the chart.","antonym","Predicted Relationship: contradiction with 93.40% confidence."
"Pink, Mars, Rihanna and Imagine Dragons round out the top five in digital singles.","Pink Mars Rihanna and the Imagine Dragons round out the top five singles.","RD","Predicted Relationship: entailment with 99.38% confidence."
"Pink, Mars, Rihanna and Imagine Dragons round out the top five in digital singles.","Pink Mars Rihanna and the Imagine Dragons round out the top 5 digital singles.","hypernym","Predicted Relationship: entailment with 99.74% confidence."
"Pink, Mars, Rihanna and Imagine Dragons round out the top five in digital singles.","Pink Mars Rihanna and the Imagine Dragons round out the top five digital singles.","polarity_negation","Predicted Relationship: entailment with 99.66% confidence."
"Pink, Mars, Rihanna and Imagine Dragons round out the top five in digital singles.","Pink Mars (digital) and the Imagine Dragons round out the top 5 Rihanna singles.","RS","Predicted Relationship: contradiction with 97.11% confidence."
"Pink, Mars, Rihanna and Imagine Dragons round out the top five in digital singles.","Pink Mars Rihanna and the Imagine Dragons round out the top 5 digitally married","antonym","Predicted Relationship: contradiction with 91.86% confidence."
"Overall, sales of digital tracks are down two percent, to 682 million this year, while album sales are down six percent, to 142 million.","Digital tracks sales are down 2% overall this year to 682.2 million while albums sales are down 4% to 142.2 million.","RD","Predicted Relationship: contradiction with 99.16% confidence."
"Overall, sales of digital tracks are down two percent, to 682 million this year, while album sales are down six percent, to 142 million.","Digital tracks sales were down 2% to overall sales of 682000 in this period while albums sales were down 60% to 142000.","hypernym","Predicted Relationship: contradiction with 99.55% confidence."
"Overall, sales of digital tracks are down two percent, to 682 million this year, while album sales are down six percent, to 142 million.","The digital track sales were down 2% to 682000 overall this year while the album sales were down 60% to 142000.","polarity_negation","Predicted Relationship: contradiction with 99.57% confidence."
"Overall, sales of digital tracks are down two percent, to 682 million this year, while album sales are down six percent, to 142 million.","Digital tracks sales are down 2% to 682 million this year while albums sales are down 14% overall.","RS","Predicted Relationship: contradiction with 99.10% confidence."
"Overall, sales of digital tracks are down two percent, to 682 million this year, while album sales are down six percent, to 142 million.","Digital tracks sales are down 2% to 682000 overall this year while album sales are down 60% to 142000.","antonym","Predicted Relationship: contradiction with 99.50% confidence."
"His son, James, was among the 20 children and seven adults killed by Adam Lanza on December 14 in Newtown, Connecticut -- an event so horrific that it has since spawned a federal task force and kick-started a national conversation about gun control.","Adam Lanza's son included 20 children and seven adults killed on December 14 in Newtown Connecticut -- an event so horrific that it has since spawned a federal task force and started a national conversation on gun control.","RD","Predicted Relationship: contradiction with 60.54% confidence."
"His son, James, was among the 20 children and seven adults killed by Adam Lanza on December 14 in Newtown, Connecticut -- an event so horrific that it has since spawned a federal task force and kick-started a national conversation about gun control.","James the son of Adam Lanza was one of the 20 children and seven adults killed on December 14 in Newtown Connecticut -- horrific events such that they have since spawned a federal task force and started a national conversation on gun control.","hypernym","Predicted Relationship: contradiction with 80.39% confidence."
"His son, James, was among the 20 children and seven adults killed by Adam Lanza on December 14 in Newtown, Connecticut -- an event so horrific that it has since spawned a federal task force and kick-started a national conversation about gun control.","James the son of Adam Lanza was one of the 20 children and seven adults killed on December 14 in Newtown Connecticut -- horrific events that have since spawned a federal task force and started a national conversation on gun control.","polarity_negation","Predicted Relationship: contradiction with 77.94% confidence."
"His son, James, was among the 20 children and seven adults killed by Adam Lanza on December 14 in Newtown, Connecticut -- an event so horrific that it has since spawned a federal task force and kick-started a national conversation about gun control.","James the son of Adam Lanza was one of the 20 children and seven adults killed in Newtown Connecticut on December 1st in what was so horrifically horrific that it has since spawned a federal task force and started a national conversation about 14 control.","RS","Predicted Relationship: contradiction with 99.77% confidence."
"His son, James, was among the 20 children and seven adults killed by Adam Lanza on December 14 in Newtown, Connecticut -- an event so horrific that it has since spawned a federal task force and kick-started a national conversation about gun control.","James the son of Adam Lanza was one of the 20 children and seven adults killed on December 14 in Newtown Connecticut -- horrific events such that they have since spawned a federal task force and stopped a national conversation on gun control.","antonym","Predicted Relationship: contradiction with 99.69% confidence."
"But unlike the handful of other parents who testified Monday at the emotionally charged hearing in Hartford, Connecticut, Mattioli said there are more than enough gun laws on the books.","But Mattioli said more than enough gun laws are in the book unlike a handful of other parents who testified Monday at an emotional hearing in Hartford N.J.","RD","Predicted Relationship: contradiction with 99.79% confidence."
"But unlike the handful of other parents who testified Monday at the emotionally charged hearing in Hartford, Connecticut, Mattioli said there are more than enough gun laws on the books.","But like a handful of other parents who testified Monday in an emotionally charged sensory system in Hartford Connecticut Mattioli said more than enough gun laws are in the book.","hypernym","Predicted Relationship: contradiction with 99.91% confidence."
"But unlike the handful of other parents who testified Monday at the emotionally charged hearing in Hartford, Connecticut, Mattioli said there are more than enough gun laws on the books.","But Mattioli said more than enough gun laws are in the book unlike a handful of other parents who testified Monday at a hearing in Hartford Connecticut where there are no emotion charges.","polarity_negation","Predicted Relationship: contradiction with 99.89% confidence."
"But unlike the handful of other parents who testified Monday at the emotionally charged hearing in Hartford, Connecticut, Mattioli said there are more than enough gun laws on the books.","But Mattioli said there are more than enough other laws in the book unlike a handful of parents who testified Monday at an emotional-charged hearing in Hartford Connecticut.","RS","Predicted Relationship: neutral with 87.73% confidence."
"But unlike the handful of other parents who testified Monday at the emotionally charged hearing in Hartford, Connecticut, Mattioli said there are more than enough gun laws on the books.","But Mattioli said more than enough gun laws are in the book unlike a handful of other parents who testified Monday at an emotional pay-cashed hearing in Hartford Connecticut.","antonym","Predicted Relationship: neutral with 95.29% confidence."
"He called instead for a closer look at mental health policies.","Instead he called for a closer look at health policy.","RD","Predicted Relationship: entailment with 99.05% confidence."
"He called instead for a closer look at mental health policies.","Instead he called for a closer look at the'genial health policy. '","hypernym","Predicted Relationship: contradiction with 97.66% confidence."
"He called instead for a closer look at mental health policies.","Instead he called for a closer look at the mental health policy.","polarity_negation","Predicted Relationship: entailment with 99.75% confidence."
"He called instead for a closer look at mental health policies.","Instead he called for a closer look at mental health policies.","RS","Predicted Relationship: entailment with 99.94% confidence."
"He called instead for a closer look at mental health policies.","Instead he called for a closer look at mental health policies.","antonym","Predicted Relationship: entailment with 99.94% confidence."
"Why new laws could miss America's bigger gun problem .","Why can the laws miss America's bigger gun problem?","RD","Predicted Relationship: entailment with 99.36% confidence."
"Why new laws could miss America's bigger gun problem .","Why could the new law miss America's bigger gun problem?","hypernym","Predicted Relationship: entailment with 99.64% confidence."
"Why new laws could miss America's bigger gun problem .","","polarity_negation","Predicted Relationship: neutral with 85.48% confidence."
"Why new laws could miss America's bigger gun problem .","Why could more laws miss America's new big gun problem?","RS","Predicted Relationship: entailment with 99.27% confidence."
"Why new laws could miss America's bigger gun problem .","Why could the new law miss America's bigger gun problem?","antonym","Predicted Relationship: entailment with 99.64% confidence."
"Connecticut's medical examiner said he was told that Lanza, 20, had Asperger's syndrome.",""I was told by an examiner in Connecticut thatanza 20 had Sperger's.","RD","Predicted Relationship: entailment with 65.73% confidence."
"Connecticut's medical examiner said he was told that Lanza, 20, had Asperger's syndrome.",""Lanza 20 has Sperger's" said a Connecticut medical examiner.","hypernym","Predicted Relationship: entailment with 86.19% confidence."
"Connecticut's medical examiner said he was told that Lanza, 20, had Asperger's syndrome.","A Connecticut medical examiner said he was not told that 20-year-oldanza had Sperger's.","polarity_negation","Predicted Relationship: contradiction with 99.84% confidence."
"Connecticut's medical examiner said he was told that Lanza, 20, had Asperger's syndrome.",""A 20-year-old medical student was told he had Sperger's according to a Lancaster Connecticut examiner.","RS","Predicted Relationship: neutral with 98.94% confidence."
"Connecticut's medical examiner said he was told that Lanza, 20, had Asperger's syndrome.",""Lanza 20 has Sperger's" said a Connecticut medical examiner.","antonym","Predicted Relationship: entailment with 86.19% confidence."
"Research has not shown a link between that condition and violence.","Research has shown that those conditions are linked to violence.","RD","Predicted Relationship: contradiction with 99.84% confidence."
"Research has not shown a link between that condition and violence.","The research did not show that those conditions were electrically connected to violence.","hypernym","Predicted Relationship: neutral with 99.88% confidence."
"Research has not shown a link between that condition and violence.","The research hasn't shown that those conditions aren't linked to violence.","polarity_negation","Predicted Relationship: contradiction with 72.07% confidence."
"Research has not shown a link between that condition and violence.","The research hasn't shown that violence conditions are linked to that.","RS","Predicted Relationship: entailment with 95.01% confidence."
"Research has not shown a link between that condition and violence.","The research does not show that those conditions are disconnected from violence.","antonym","Predicted Relationship: contradiction with 83.70% confidence."
"The hearing drew hundreds to the Connecticut state house and revealed the sharp divide in public opinion over what should happen next in the massacre's aftermath.","The hearings drew hundreds of people into the Connecticut State House and revealed a sharp divide in public opinion on the next steps in the aftermath of the massacre.","RD","Predicted Relationship: entailment with 99.84% confidence."
"The hearing drew hundreds to the Connecticut state house and revealed the sharp divide in public opinion over what should happen next in the massacre's aftermath.","The hearings drew hundreds of people into the Connecticut State House and revealed a sharp divide in public opinion on what should be next when the massacre outcome occurred.","hypernym","Predicted Relationship: entailment with 99.82% confidence."
"The hearing drew hundreds to the Connecticut state house and revealed the sharp divide in public opinion over what should happen next in the massacre's aftermath.","The hearings drew hundreds of people into the Connecticut State House and revealed a sharp divide in public opinion on the next things to be done in the aftermath of the massacre.","polarity_negation","Predicted Relationship: entailment with 99.85% confidence."
"The hearing drew hundreds to the Connecticut state house and revealed the sharp divide in public opinion over what should happen next in the massacre's aftermath.","The hearings drew hundreds of people into the sharp Connecticut House and revealed a state divide over public opinion on what the next steps should be in the aftermath of the massacre.","RS","Predicted Relationship: entailment with 65.71% confidence."
"The hearing drew hundreds to the Connecticut state house and revealed the sharp divide in public opinion over what should happen next in the massacre's aftermath.","The hearings drew hundreds of people into the Connecticut State House and revealed a sharp union among public opinion on the next recommendations in the aftermath of the massacre.","antonym","Predicted Relationship: contradiction with 99.87% confidence."
"Sandy Hook probe to extend until summer .","The probe into Sandy Hook extended until later.","RD","Predicted Relationship: entailment with 99.17% confidence."
"Sandy Hook probe to extend until summer .","The probe into Sandy Hook extended until summer.","hypernym","Predicted Relationship: entailment with 99.75% confidence."
"Sandy Hook probe to extend until summer .","The probe into Sandy Hook did not extend until the summer.","polarity_negation","Predicted Relationship: entailment with 77.50% confidence."
"Sandy Hook probe to extend until summer .","The probe into Sandy Summer extended until the Hook season.","RS","Predicted Relationship: contradiction with 83.84% confidence."
"Sandy Hook probe to extend until summer .","The probe into Sandy Hook extended until the summer.","antonym","Predicted Relationship: entailment with 99.75% confidence."
"With a framed photo of her slain 6-year-old propped up beside her, Pozner called on Connecticut to become "an agent for change" across the country.","Posner called on Connecticut to become a change agent across the state with framed photos of his 6-year-old slain'self propped up beside him.","RD","Predicted Relationship: contradiction with 99.97% confidence."
"With a framed photo of her slain 6-year-old propped up beside her, Pozner called on Connecticut to become "an agent for change" across the country.","Posner called on Connecticut to become an agent for events across the country with framed photos of his 6-year-old slain'self propped up beside him.","hypernym","Predicted Relationship: contradiction with 99.97% confidence."
"With a framed photo of her slain 6-year-old propped up beside her, Pozner called on Connecticut to become "an agent for change" across the country.","Posner called on Connecticut to become an agent of change across the country with a frame photo of his 6-year-old slain person propped up beside him.","polarity_negation","Predicted Relationship: contradiction with 99.96% confidence."
"With a framed photo of her slain 6-year-old propped up beside her, Pozner called on Connecticut to become "an agent for change" across the country.","Posner called on Connecticut to become a change agent across the country with his 6-year-old frameless slain person photo propped up beside him.","RS","Predicted Relationship: contradiction with 99.98% confidence."
"With a framed photo of her slain 6-year-old propped up beside her, Pozner called on Connecticut to become "an agent for change" across the country.","Posner called on Connecticut to become a change agent across the country with framed photos of his 6-year-old slain'self propped up beside him.","antonym","Predicted Relationship: contradiction with 99.97% confidence."
"During her testimony, she held up a crayon drawing that Noah once scrawled on Thanksgiving.","She held up a crayon drawing she once scrawled during Thanksgiving while delivering her testimony.","RD","Predicted Relationship: contradiction with 86.46% confidence."
"During her testimony, she held up a crayon drawing that Noah once scrawled on Thanksgiving.","She held up a crayon drawing Noah once scripted for Thanksgiving during her testimony.","hypernym","Predicted Relationship: entailment with 99.94% confidence."
"During her testimony, she held up a crayon drawing that Noah once scrawled on Thanksgiving.","She held up a crayon drawing Noah once scrawled on during an unthanksgiving testimony.","polarity_negation","Predicted Relationship: contradiction with 99.07% confidence."
"During her testimony, she held up a crayon drawing that Noah once scrawled on Thanksgiving.","She held up a Thanksgiving drawing that Noah once scrawled with crayons in her testimony.","RS","Predicted Relationship: entailment with 99.92% confidence."
"During her testimony, she held up a crayon drawing that Noah once scrawled on Thanksgiving.","She held up the crayon repellent Noah once scrawled during Thanksgiving while delivering her testimony.","antonym","Predicted Relationship: entailment with 92.56% confidence."
"At one point during the hearing, Neil Heslin, father of a 6-year-old boy named Jesse who was also gunned down that day, asked why the public needed assault weapons and high-capacity magazines.","At one point of the hearing Neil Heslin father of a six-year-old boy who was also gunned down that day asked why the public needed assault weapons and high capacity magazines.","RD","Predicted Relationship: entailment with 99.73% confidence."
"At one point during the hearing, Neil Heslin, father of a 6-year-old boy named Jesse who was also gunned down that day, asked why the public needed assault weapons and high-capacity magazines.","At one point of the hearing Neil Heslin the father of Jesse 6 who was also weapon down that day asked why the public needed assault weapons and high capacity magazines.","hypernym","Predicted Relationship: entailment with 92.67% confidence."
"At one point during the hearing, Neil Heslin, father of a 6-year-old boy named Jesse who was also gunned down that day, asked why the public needed assault weapons and high-capacity magazines.","At one point of the hearing Neil Heslin the father of Jesse 6 who was also not gunned down that day asked why the public needed assault weapons and high capacity magazines.","polarity_negation","Predicted Relationship: contradiction with 99.79% confidence."
"At one point during the hearing, Neil Heslin, father of a 6-year-old boy named Jesse who was also gunned down that day, asked why the public needed assault weapons and high-capacity magazines.","At one point of the hearing Neil Heslin the father of Jesse 6 who was also gunned down that day asked why the public needed assault weapons and high capacity magazines.","RS","Predicted Relationship: entailment with 95.55% confidence."
"At one point during the hearing, Neil Heslin, father of a 6-year-old boy named Jesse who was also gunned down that day, asked why the public needed assault weapons and high-capacity magazines.","At one point in the hearing Neil Heslin the father of Jesse 6 who was also gunned down that day obviated the reason why the public needed assault weapons and high capacity magazines.","antonym","Predicted Relationship: contradiction with 88.38% confidence."
"Some people in the crowd then interrupted his statement and shouted the "Second Amendment shall not be infringed."","","RD","Predicted Relationship: neutral with 99.88% confidence."
"Some people in the crowd then interrupted his statement and shouted the "Second Amendment shall not be infringed."","(","hypernym","Predicted Relationship: neutral with 99.56% confidence."
"Some people in the crowd then interrupted his statement and shouted the "Second Amendment shall not be infringed."","(","polarity_negation","Predicted Relationship: neutral with 99.56% confidence."
"Some people in the crowd then interrupted his statement and shouted the "Second Amendment shall not be infringed."","(","RS","Predicted Relationship: neutral with 99.56% confidence."
"Some people in the crowd then interrupted his statement and shouted the "Second Amendment shall not be infringed."","(","antonym","Predicted Relationship: neutral with 99.56% confidence."
"We're not a Third World nation," Heslin continued.","The people continue to say we are not a third world nation.","RD","Predicted Relationship: entailment with 58.81% confidence."
"We're not a Third World nation," Heslin continued.","Heslin continues to be the Third World's Carry Nation.","hypernym","Predicted Relationship: contradiction with 99.78% confidence."
"We're not a Third World nation," Heslin continued.","Heslin continues to be a third world nation not.","polarity_negation","Predicted Relationship: contradiction with 69.43% confidence."
"We're not a Third World nation," Heslin continued.","Heslin continues to be a third world nation not us.","RS","Predicted Relationship: contradiction with 98.45% confidence."
"We're not a Third World nation," Heslin continued.","Heslin continues to be a third world nation.","antonym","Predicted Relationship: contradiction with 99.62% confidence."
"We don't need to defend our homes with weapons like that."","We need to defend our homes with weapons like that.","RD","Predicted Relationship: contradiction with 99.83% confidence."
"We don't need to defend our homes with weapons like that."","We don't need to defend our homes with weapons like that.","hypernym","Predicted Relationship: entailment with 99.76% confidence."
"We don't need to defend our homes with weapons like that."","We don't need to defend our homes with weapons like that.","polarity_negation","Predicted Relationship: entailment with 99.76% confidence."
"We don't need to defend our homes with weapons like that."","That's not what we need to defend our homes with weapons like that.","RS","Predicted Relationship: entailment with 98.96% confidence."
"We don't need to defend our homes with weapons like that."","We don't need to attack our homes with weapons like that.","antonym","Predicted Relationship: contradiction with 93.26% confidence."
"Connecticut already has some of the nation's strictest gun laws.","Connecticut already has some of the strict national gun laws.","RD","Predicted Relationship: entailment with 99.72% confidence."
"Connecticut already has some of the nation's strictest gun laws.","Connecticut already has some of the nation's strictest gun laws.","hypernym","Predicted Relationship: entailment with 99.91% confidence."
"Connecticut already has some of the nation's strictest gun laws.","Connecticut already has some of the strictest gun laws in the nation.","polarity_negation","Predicted Relationship: entailment with 99.94% confidence."
"Connecticut already has some of the nation's strictest gun laws.","Connecticut already has some of the strictest gun laws in the nation.","RS","Predicted Relationship: entailment with 99.94% confidence."
"Connecticut already has some of the nation's strictest gun laws.","Connecticut already has some of the nation's most indulgent gun laws.","antonym","Predicted Relationship: contradiction with 98.70% confidence."
"Dannel Malloy, a first-term Democrat, has also vowed to address the factors that led to last month's massacre and set up a 16-member panel of experts to come up with recommendations.","Democrats' third-term member Annel Malloy also vowed to address the factors that led to the massacre last month and set up a panel of 16 experts to come up with recommendations.","RD","Predicted Relationship: contradiction with 99.96% confidence."
"Dannel Malloy, a first-term Democrat, has also vowed to address the factors that led to last month's massacre and set up a 16-member panel of experts to come up with recommendations.","Democrat first-term member Annel Malloy also vowed to address the factors that led to the massacre last month and set up a panel of 16 experts to come up with recommendations.","hypernym","Predicted Relationship: contradiction with 94.87% confidence."
"Dannel Malloy, a first-term Democrat, has also vowed to address the factors that led to last month's massacre and set up a 16-member panel of experts to come up with recommendations.","Not a first-time Democrat Annel Malloy also vowed to address the factors that led to the massacre last month and set up a panel of 16 experts to come up with recommendations.","polarity_negation","Predicted Relationship: contradiction with 99.79% confidence."
"Dannel Malloy, a first-term Democrat, has also vowed to address the factors that led to last month's massacre and set up a 16-member panel of experts to come up with recommendations.","Democrat first-term member Annel Malloy should vow to address factors that led to the massacre last month and set up a panel of 16 experts who will also come up with that.","RS","Predicted Relationship: contradiction with 95.40% confidence."
"Dannel Malloy, a first-term Democrat, has also vowed to address the factors that led to last month's massacre and set up a 16-member panel of experts to come up with recommendations.","Refused democrat as first mate Annel Malloy also vowed to address the factors that led to the massacre last month and set up a panel of 16 experts to come up with recommendations.","antonym","Predicted Relationship: contradiction with 82.62% confidence."
"It includes experts who reviewed policies after mass shootings in Colorado and at Virginia Tech.","It includes experts reviewing the policies after mass shootings in the states and Virginia Tech.","RD","Predicted Relationship: entailment with 99.05% confidence."
"It includes experts who reviewed policies after mass shootings in Colorado and at Virginia Tech.","It includes experts who reviewed the policy after mass putdowns in Colorado and Virginia Tech.","hypernym","Predicted Relationship: contradiction with 98.22% confidence."
"It includes experts who reviewed policies after mass shootings in Colorado and at Virginia Tech.","It included experts who reviewed the policy after mass shootings in Colorado and Virginia Tech.","polarity_negation","Predicted Relationship: entailment with 99.65% confidence."
"It includes experts who reviewed policies after mass shootings in Colorado and at Virginia Tech.","The mass included experts reviewing the policy after it was shot in Colorado and Virginia Tech.","RS","Predicted Relationship: entailment with 98.41% confidence."
"It includes experts who reviewed policies after mass shootings in Colorado and at Virginia Tech.","It excludes experts who reviewed the policy after mass shootings in Colorado and Virginia Tech.","antonym","Predicted Relationship: contradiction with 99.78% confidence."
"The panel must meet a March 15 deadline for its initial report, which Malloy is expected to use in drafting initiatives aimed at reducing gun violence.","The panel must meet the 15th deadline for its initial report which Malloy used in the expected draft of an initiative aimed at reducing gun violence.","RD","Predicted Relationship: entailment with 99.26% confidence."
"The panel must meet a March 15 deadline for its initial report, which Malloy is expected to use in drafting initiatives aimed at reducing gun violence.","The panel must meet on March 15 with an initial point in time for the report which Malloy used in the expected draft of an initiative aimed at reducing gun violence.","hypernym","Predicted Relationship: entailment with 81.75% confidence."
"The panel must meet a March 15 deadline for its initial report, which Malloy is expected to use in drafting initiatives aimed at reducing gun violence.","The panel must meet the March 15 deadline for its initial report which Malloy used in the draft of an initiative not aimed at reducing gun violence.","polarity_negation","Predicted Relationship: contradiction with 89.48% confidence."
