Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Sam Allardyce demanded an official timekeeper at Barclays Premier League matches after Harry Kane's controversial equaliser for Tottenham was scored after injury-time had elapsed at White Hart Lane.","Sam Allardyce demanded an unofficial timekeeper in a Barclays Premier League match after Harry Kane's controversial equaliser for Tottenham scored at White Hart Lane after a lapse of time injured.","antonym","Predicted Relationship: contradiction with 99.38% confidence."
"With West Ham leading 2-1, fourth official Mike Dean had signalled five minutes added time before Alex Song bundled over Kane inside the penalty area.","When West Ham led by 1st fourth official Mike Dean signaled an additional 5 minutes before Alex Song bundled Kane up inside the penalty area.","RD","Predicted Relationship: entailment with 83.31% confidence."
"With West Ham leading 2-1, fourth official Mike Dean had signalled five minutes added time before Alex Song bundled over Kane inside the penalty area.","When West Ham led by 2 goals on the 1st fourth official Mike Dean signaled an additional 5 minutes before Alex Song bundled Kane up inside the penalty area.","hypernym","Predicted Relationship: neutral with 99.77% confidence."
"With West Ham leading 2-1, fourth official Mike Dean had signalled five minutes added time before Alex Song bundled over Kane inside the penalty area.","When West Ham led by 2 goals without one fourth official Mike Dean signaled an additional 5 minutes before Alex Song bundled Kane up inside the penalty area.","polarity_negation","Predicted Relationship: contradiction with 89.85% confidence."
"With West Ham leading 2-1, fourth official Mike Dean had signalled five minutes added time before Alex Song bundled over Kane inside the penalty area.","When West Ham led by 2 goals with 1:01 lead fifth official Mike Dean signalled 4 more minutes before Alex Song bundled Kane up inside penalty area.","RS","Predicted Relationship: contradiction with 99.96% confidence."
"With West Ham leading 2-1, fourth official Mike Dean had signalled five minutes added time before Alex Song bundled over Kane inside the penalty area.","When West Ham led by 2 goals with 1:01 lead fourth official Mike Dean who abstained signalled an additional 5 minutes before Alex Song bundled Kane up inside the penalty area.","antonym","Predicted Relationship: neutral with 95.82% confidence."
"Kane's spot kick, initially saved by West Ham keeper Adrian, was saved after 95 minutes and 54 seconds, but the Tottenham forward followed up to score the equaliser.","After 95 minutes and 54 seconds Tottenham forward Adrian saved the spot kick from the West Ham keeper but followed up with an equaliser.","RD","Predicted Relationship: contradiction with 99.91% confidence."
"Kane's spot kick, initially saved by West Ham keeper Adrian, was saved after 95 minutes and 54 seconds, but the Tottenham forward followed up to score the equaliser.","After 95 minutes and 54 seconds Tottenham forward Adrian saved Kane's spot kick initially but followed up with an equaliser.","hypernym","Predicted Relationship: contradiction with 99.81% confidence."
"Kane's spot kick, initially saved by West Ham keeper Adrian, was saved after 95 minutes and 54 seconds, but the Tottenham forward followed up to score the equaliser.","After 95 minutes and 54 seconds Tottenham forward Adrian saved Kane's spot kick initially but followed up with equalisers.","polarity_negation","Predicted Relationship: contradiction with 99.79% confidence."
"Kane's spot kick, initially saved by West Ham keeper Adrian, was saved after 95 minutes and 54 seconds, but the Tottenham forward followed up to score the equaliser.","Tottenham forwards followed up with equalisers but after 95 minutes and 54 seconds Kane saved the initial penalty kick to West Ham with a spot save to keep West Ham.","RS","Predicted Relationship: contradiction with 99.85% confidence."
"Kane's spot kick, initially saved by West Ham keeper Adrian, was saved after 95 minutes and 54 seconds, but the Tottenham forward followed up to score the equaliser.","After 95 minutes and 54 seconds Tottenham forward Adrian saved Kane's spot kick initially but the abstinent Tottenham forward followed up with an equaliser.","antonym","Predicted Relationship: contradiction with 98.49% confidence."
"The referee awards a penalty to Tottenham has Harry Kane goes down under a challenge from Alex Song .","When Harry went down in a challenge to Alex Song the referee awarded Tottenham a penalty.","RD","Predicted Relationship: entailment with 99.94% confidence."
"The referee awards a penalty to Tottenham has Harry Kane goes down under a challenge from Alex Song .","When Harry Kane went down in Alex Song's challenge to the defender the referee's frame awarded Tottenham a penalty.","hypernym","Predicted Relationship: entailment with 98.79% confidence."
"The referee awards a penalty to Tottenham has Harry Kane goes down under a challenge from Alex Song .","When Harry Kane went down in the Alex Song challenge the referee awarded Tottenham a penalty.","polarity_negation","Predicted Relationship: entailment with 99.96% confidence."
"The referee awards a penalty to Tottenham has Harry Kane goes down under a challenge from Alex Song .","When Kane Alex went down in a challenge to Song Harry the referee awarded Tottenham a penalty.","RS","Predicted Relationship: contradiction with 93.54% confidence."
"The referee awards a penalty to Tottenham has Harry Kane goes down under a challenge from Alex Song .","When Harry Kane went down in Alex Song's challenge to Tottenham the referee awarded the team a reward.","antonym","Predicted Relationship: entailment with 98.67% confidence."
"Kane appeals for a late penalty at White Hart Lane as he is challenged from behind by Song in injury time .","Kane appealed the late penalty at White Hart Lane when Song challenged him at the time of the injury.","RD","Predicted Relationship: neutral with 91.64% confidence."
"Kane appeals for a late penalty at White Hart Lane as he is challenged from behind by Song in injury time .","Kane appealed the late penalty at White Hart Lane when Song challenged him behind the scenes during the injury.","hypernym","Predicted Relationship: entailment with 96.44% confidence."
"Kane appeals for a late penalty at White Hart Lane as he is challenged from behind by Song in injury time .","Kane appealed the late penalty at White Hart Lane when Song challenged him behind the scenes at an injury-free time.","polarity_negation","Predicted Relationship: entailment with 67.66% confidence."
"Kane appeals for a late penalty at White Hart Lane as he is challenged from behind by Song in injury time .","Kane appealed the late penalty at White Hart Lane when Song challenged him behind the scenes with an injury.","RS","Predicted Relationship: neutral with 98.75% confidence."
"Kane appeals for a late penalty at White Hart Lane as he is challenged from behind by Song in injury time .","Kane appealed the middle penalty at White Hart Lane when Song challenged him behind the scenes during injury time.","antonym","Predicted Relationship: entailment with 63.25% confidence."
"Aaron Cresswell reacts to Kane's fall in the penalty box as the referee points to the spot with seconds left .","Crescwell reacted to Kane falling from the penalty box when the referee pointed the spot seconds left.","RD","Predicted Relationship: entailment with 96.85% confidence."
"Aaron Cresswell reacts to Kane's fall in the penalty box as the referee points to the spot with seconds left .","Aaron Cristwell reacted to Kane dropping dead in the penalty box when the referee pointed the spot a second later when he was seconds left.","hypernym","Predicted Relationship: neutral with 94.21% confidence."
"Aaron Cresswell reacts to Kane's fall in the penalty box as the referee points to the spot with seconds left .","Aaron Cristwell reacted to Kane falling out of the penalty box when the referee pointed the spot not seconds left.","polarity_negation","Predicted Relationship: contradiction with 95.74% confidence."
"Aaron Cresswell reacts to Kane's fall in the penalty box as the referee points to the spot with seconds left .","Aaron Kane reacted to Cressell falling from the penalty box when the referee pointed the spot seconds left.","RS","Predicted Relationship: contradiction with 99.55% confidence."
"Aaron Cresswell reacts to Kane's fall in the penalty box as the referee points to the spot with seconds left .","Aaron Cristwell reacted to Kane's rise to the penalty box when the referee pointed the spot seconds left.","antonym","Predicted Relationship: contradiction with 96.24% confidence."
"Tottenham players celebrate the chance to go level at home to West Ham with an injury time penalty .","Players celebrated a chance to go level with West Ham at home with a penalty at injury time.","RD","Predicted Relationship: entailment with 99.77% confidence."
"Tottenham players celebrate the chance to go level at home to West Ham with an injury time penalty .","Tottenham players celebrate chance to go level with West Ham in lodging with injury time penalty","hypernym","Predicted Relationship: entailment with 73.45% confidence."
"Tottenham players celebrate the chance to go level at home to West Ham with an injury time penalty .","Tottenham players celebrate not having a chance of going level with West Ham at home with a penalty at injury time.","polarity_negation","Predicted Relationship: contradiction with 99.59% confidence."
"Tottenham players celebrate the chance to go level at home to West Ham with an injury time penalty .","Tottenham fans celebrate the chance to go level with West Ham at home with a penalty at injury time.","RS","Predicted Relationship: neutral with 64.81% confidence."
"Tottenham players celebrate the chance to go level at home to West Ham with an injury time penalty .","Tottenham players celebrate chance to stay in place at home level with West Ham with penalty at injury time","antonym","Predicted Relationship: entailment with 62.49% confidence."
"Song is left with his head in his hands as Tottenham are awarded a penalty following his challenge on Kane .","Song left his head and hands in when the penalty was awarded to the name team following a challenge from Kane.","RD","Predicted Relationship: contradiction with 94.21% confidence."
"Song is left with his head in his hands as Tottenham are awarded a penalty following his challenge on Kane .","Song left his head and hands in when Tottenham were awarded a penalty following a challenge from Kane.","hypernym","Predicted Relationship: contradiction with 98.50% confidence."
"Song is left with his head in his hands as Tottenham are awarded a penalty following his challenge on Kane .","Song left his head and hands in when a penalty was awarded to Tottenham following his challenge on Kane.","polarity_negation","Predicted Relationship: entailment with 99.79% confidence."
"Song is left with his head in his hands as Tottenham are awarded a penalty following his challenge on Kane .","Tottenham left their head and hands in when a penalty was awarded to Song following a challenge from Kane.","RS","Predicted Relationship: contradiction with 97.75% confidence."
"Song is left with his head in his hands as Tottenham are awarded a penalty following his challenge on Kane .","Song in the head and hand was left different when Tottenham were awarded a penalty following his challenge on Kane.","antonym","Predicted Relationship: contradiction with 45.39% confidence."
"The late equaliser for Tottenham came when Alex Song needlessly fouled Harry Kane and his reaction to Jon Moss’s decision told you it was accurate.","(","RD","Predicted Relationship: neutral with 99.30% confidence."
"The late equaliser for Tottenham came when Alex Song needlessly fouled Harry Kane and his reaction to Jon Moss’s decision told you it was accurate.","(","hypernym","Predicted Relationship: neutral with 99.30% confidence."
"The late equaliser for Tottenham came when Alex Song needlessly fouled Harry Kane and his reaction to Jon Moss’s decision told you it was accurate.","(","polarity_negation","Predicted Relationship: neutral with 99.30% confidence."
"The late equaliser for Tottenham came when Alex Song needlessly fouled Harry Kane and his reaction to Jon Moss’s decision told you it was accurate.","(","RS","Predicted Relationship: neutral with 99.30% confidence."
"The late equaliser for Tottenham came when Alex Song needlessly fouled Harry Kane and his reaction to Jon Moss’s decision told you it was accurate.","(","antonym","Predicted Relationship: neutral with 99.30% confidence."
"Given the time that elapsed, Moss probably allowed a little more time for the penalty to be taken which the laws of the game stipulate and he should be pleased with his performance which contributed to an entertaining game.","Moss probably allowed a little more time for the penalty as stipulated by law because of the time that had passed and should have been pleased with his performance contributing to an entertaining game.","RD","Predicted Relationship: entailment with 99.92% confidence."
"Given the time that elapsed, Moss probably allowed a little more time for the penalty to be taken which the laws of the game stipulate and he should be pleased with his performance which contributed to an entertaining game.","Moss probably allowed a little more time for the penalty as stipulated by game law because of the passing time and should be pleased with his performance contributing to the feeling game.","hypernym","Predicted Relationship: entailment with 99.67% confidence."
"Given the time that elapsed, Moss probably allowed a little more time for the penalty to be taken which the laws of the game stipulate and he should be pleased with his performance which contributed to an entertaining game.","Probably because of the time that has passed Moss will allow little more time for the penalty as stipulated by the game law and his performance that contributes to the entertaining game should be pleasing to him.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"Given the time that elapsed, Moss probably allowed a little more time for the penalty to be taken which the laws of the game stipulate and he should be pleased with his performance which contributed to an entertaining game.","As time passes Moss will probably allow more entertaining time for the penalty as stipulated by game law and his performance that contributes to the little game should please him.","RS","Predicted Relationship: entailment with 99.57% confidence."
"Given the time that elapsed, Moss probably allowed a little more time for the penalty to be taken which the laws of the game stipulate and he should be pleased with his performance which contributed to an entertaining game.","Moss probably allowed taller penalties as a stipulated by game law due to the time that had passed and should have been pleased with his performance contributing to the entertaining game.","antonym","Predicted Relationship: entailment with 92.64% confidence."
"Allardyce claimed referee Jon Moss would not be 'brave enough' to blow the whistle for full-time after Adrian had saved Kane's kick.","Allardyce claimed that the referee Moss wasn't brave enough to blowwhistle full-time after Adrian saved Kane's kick.","RD","Predicted Relationship: entailment with 99.91% confidence."
"Allardyce claimed referee Jon Moss would not be 'brave enough' to blow the whistle for full-time after Adrian had saved Kane's kick.","Allardyce claimed that the referee Jon Moss wasn't brave enough to blowwhistle full-time after Adrian saved the Kane chassis kick.","hypernym","Predicted Relationship: neutral with 97.04% confidence."
"Allardyce claimed referee Jon Moss would not be 'brave enough' to blow the whistle for full-time after Adrian had saved Kane's kick.","Allardyce claimed that the referee Jon Moss wasn't brave enough to blowwhistle full-time after not having Adrian save Kane's kick.","polarity_negation","Predicted Relationship: contradiction with 99.57% confidence."
"Allardyce claimed referee Jon Moss would not be 'brave enough' to blow the whistle for full-time after Adrian had saved Kane's kick.","Allardyce claimed that Jon Moss a full-time player wasn't brave enough to blow a whistle at the referees after Adrian saved Kane's kick.","RS","Predicted Relationship: contradiction with 78.41% confidence."
"Allardyce claimed referee Jon Moss would not be 'brave enough' to blow the whistle for full-time after Adrian had saved Kane's kick.","Allardyce claimed that the referee Jon Moss wasn't cowardly enough to blow a full time blowwhistle after Adrian saved Kane's kick.","antonym","Predicted Relationship: contradiction with 87.35% confidence."
"The West Ham manager said: 'I'd like a timekeeper to be perfectly honest with you.","West's manager says he'd like a timekeeper which is perfectly honest with you.","RD","Predicted Relationship: entailment with 99.62% confidence."
"The West Ham manager said: 'I'd like a timekeeper to be perfectly honest with you.","West Ham manager says he'd like a time-keeping category perfectly honest with you.","hypernym","Predicted Relationship: entailment with 94.75% confidence."
"The West Ham manager said: 'I'd like a timekeeper to be perfectly honest with you.",""I'd like a timekeeper perfectly honest to you" said West Ham's manager.","polarity_negation","Predicted Relationship: entailment with 99.83% confidence."
"The West Ham manager said: 'I'd like a timekeeper to be perfectly honest with you.","West Ham manager says he'd like a "perfectionist" to be honest with you at the time.","RS","Predicted Relationship: entailment with 50.02% confidence."
"The West Ham manager said: 'I'd like a timekeeper to be perfectly honest with you.","West Ham manager says he'd like a "time discontinuer" to be perfectly honest with you.","antonym","Predicted Relationship: contradiction with 99.75% confidence."
"Moss blew his whistle for full-time the very moment West Ham kicked off and they were unlucky not to win at White Hart Lane for the third successive game.","At the moment of West Ham's kick off Moss blew his whistle full time and the West Hams were unfortunate to not win the third successive game at White Hart Lane.","RD","Predicted Relationship: entailment with 99.93% confidence."
"Moss blew his whistle for full-time the very moment West Ham kicked off and they were unlucky not to win at White Hart Lane for the third successive game.","At the very moment West Ham kicks off Moss blows his whistle full time and West Ham aren't lucky to have won the third game through White Hart Lane.","hypernym","Predicted Relationship: entailment with 99.22% confidence."
"Moss blew his whistle for full-time the very moment West Ham kicked off and they were unlucky not to win at White Hart Lane for the third successive game.","At the very moment West Ham kicks off Moss blows his whistle unfulfilled and West Ham isn't lucky to have won the third successive game at White Hart Lane.","polarity_negation","Predicted Relationship: entailment with 97.59% confidence."
"Moss blew his whistle for full-time the very moment West Ham kicked off and they were unlucky not to win at White Hart Lane for the third successive game.","At the Hart kick off moment for West Ham Moss blew his whistle full time and was unlucky to not win the third successive game at the very White Lane.","RS","Predicted Relationship: entailment with 99.64% confidence."
"Moss blew his whistle for full-time the very moment West Ham kicked off and they were unlucky not to win at White Hart Lane for the third successive game.","At the very moment West Ham kicks off Moss blows his whistle full time and West Ham is not unlucky to not win the third successive game at White Hart Lane.","antonym","Predicted Relationship: contradiction with 99.08% confidence."
"West Ham goalkeeper Adrian gets down well to save Kane's penalty before he taps home the rebound .","West Ham goalkeeper Adrian got down well to save Kane's penalty before tapping in a rebound.","RD","Predicted Relationship: entailment with 99.91% confidence."
"West Ham goalkeeper Adrian gets down well to save Kane's penalty before he taps home the rebound .","West Ham goalkeeper Adrian intimately got down to save Kane's penalty before tapping home the rebound.","hypernym","Predicted Relationship: entailment with 95.29% confidence."
"West Ham goalkeeper Adrian gets down well to save Kane's penalty before he taps home the rebound .","West Ham goalkeeper Adrian got down well to save Kane's penalty before tapping home the rebound.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"West Ham goalkeeper Adrian gets down well to save Kane's penalty before he taps home the rebound .","West Ham goalkeeper Adrian got down well to save rebounders penalty before tapping home Kane.","RS","Predicted Relationship: contradiction with 80.31% confidence."
"West Ham goalkeeper Adrian gets down well to save Kane's penalty before he taps home the rebound .","West Ham goalkeeper Adrian got up well to save Kane's penalty before tapping home.","antonym","Predicted Relationship: contradiction with 68.45% confidence."
"Adrian guesses the right way ad saves Kane's penalty before the number 18 taps home the equaliser .","Adrian guessed the right way to save Kane's penalty before the 18 tapped the equal.","RD","Predicted Relationship: entailment with 99.87% confidence."
"Adrian guesses the right way ad saves Kane's penalty before the number 18 taps home the equaliser .","Adrian guessed the right way to save Kane's penalty before the 18 tapped home the artefacts.","hypernym","Predicted Relationship: entailment with 65.37% confidence."
"Adrian guesses the right way ad saves Kane's penalty before the number 18 taps home the equaliser .","Adrian guessed the right way to save Kane's penalty before the 18 tapped the equals home.","polarity_negation","Predicted Relationship: entailment with 99.91% confidence."
"Adrian guesses the right way ad saves Kane's penalty before the number 18 taps home the equaliser .","Adrian guessed the same way he saved Kane's penalty before the 18 tapped home the right.","RS","Predicted Relationship: neutral with 77.19% confidence."
"Adrian guesses the right way ad saves Kane's penalty before the number 18 taps home the equaliser .","Adrian guessed the wrong way to save Kane's penalty before the 18 tapped home the equal.","antonym","Predicted Relationship: contradiction with 99.47% confidence."
"Kane reels away in celebration having given Tottenham a late equaliser at home to rivals West Ham .","Kane reels away from celebrating giving Tottenham a late equaliser at their rivals' home ground the Hammers.","RD","Predicted Relationship: entailment with 76.03% confidence."
"Kane reels away in celebration having given Tottenham a late equaliser at home to rivals West Ham .","Kane reels away from celebrating giving Tottenham a late equaliser at home to rival West Ham.","hypernym","Predicted Relationship: entailment with 92.43% confidence."
"Kane reels away in celebration having given Tottenham a late equaliser at home to rivals West Ham .","Kane reels away from celebrating giving Tottenham a late equaliser at their rival West Ham home.","polarity_negation","Predicted Relationship: entailment with 92.12% confidence."
"Kane reels away in celebration having given Tottenham a late equaliser at home to rivals West Ham .","Kane reels away from celebrating giving Tottenham a West Ham equaliser at home against their late rivals.","RS","Predicted Relationship: entailment with 71.43% confidence."
"Kane reels away in celebration having given Tottenham a late equaliser at home to rivals West Ham .","Kane reels away from celebrating taking a late equaliser from Tottenham at home to rival West Ham.","antonym","Predicted Relationship: contradiction with 96.34% confidence."
"More than ourselves and a huge slice of luck for Spurs.","More than us and a slice of luck for the Spurs.","RD","Predicted Relationship: entailment with 99.65% confidence."
"More than ourselves and a huge slice of luck for Spurs.","More than us a huge slice of the phenomenon for Spurs.","hypernym","Predicted Relationship: neutral with 64.44% confidence."
"More than ourselves and a huge slice of luck for Spurs.","We're more than that and the Spurs aren't getting a huge slice of luck.","polarity_negation","Predicted Relationship: contradiction with 99.88% confidence."
"More than ourselves and a huge slice of luck for Spurs.","More than Spurs and a huge slice of luck for us.","RS","Predicted Relationship: contradiction with 99.82% confidence."
"More than ourselves and a huge slice of luck for Spurs.","We're less than and a huge slice of luck for the Spurs.","antonym","Predicted Relationship: contradiction with 99.72% confidence."
"I thought it was more good fortune today for Tottenham.","I think it was a good fortune today for Tottenham.","RD","Predicted Relationship: entailment with 99.18% confidence."
"I thought it was more good fortune today for Tottenham.","I think it's better to have good fortune today for Tottenham.","hypernym","Predicted Relationship: neutral with 58.10% confidence."
"I thought it was more good fortune today for Tottenham.","I think it's better today for non-Tottenham.","polarity_negation","Predicted Relationship: contradiction with 99.89% confidence."
"I thought it was more good fortune today for Tottenham.","I think it's a good fortune for Tottenham today.","RS","Predicted Relationship: entailment with 99.72% confidence."
"I thought it was more good fortune today for Tottenham.","I think today's fortunes are worse for Tottenham.","antonym","Predicted Relationship: contradiction with 99.97% confidence."
"Allardyce also admitted he had some sympathy with Chelsea manager Jose Mourinho over the inconsistency of refereeing decisions after they were denied two penalties against Burnley.","Allardyce also admitted he sympathised with Chelsea manager Jose Mourinho for the inconsistent decisions of the referees after Chelsea were denied two penalties against Burnley.","RD","Predicted Relationship: entailment with 99.91% confidence."
"Allardyce also admitted he had some sympathy with Chelsea manager Jose Mourinho over the inconsistency of refereeing decisions after they were denied two penalties against Burnley.","After being denied two penalties against Burnley Allardyce also admitted he sympathised with Chelsea manager Jose Mourinho for the inconsistent decisions of the referees.","hypernym","Predicted Relationship: entailment with 99.92% confidence."
"Allardyce also admitted he had some sympathy with Chelsea manager Jose Mourinho over the inconsistency of refereeing decisions after they were denied two penalties against Burnley.","Allardyce also did not admit to some sympathy for Chelsea manager Jose Mourinho for the inconsistent decisions of the referees after Chelsea were denied two penalties against Burnley.","polarity_negation","Predicted Relationship: contradiction with 99.88% confidence."
"Allardyce also admitted he had some sympathy with Chelsea manager Jose Mourinho over the inconsistency of refereeing decisions after they were denied two penalties against Burnley.","After Chelsea were denied a penalty against Burnley Allardyce also admitted that he sympathised with Jose Mousinho who managed the two clubs for the inconsistent decisions of the referees.","RS","Predicted Relationship: entailment with 49.33% confidence."
"Allardyce also admitted he had some sympathy with Chelsea manager Jose Mourinho over the inconsistency of refereeing decisions after they were denied two penalties against Burnley.","Allardyce also admitted that he sympathised with Chelsea manager Jose Mourinho for the inconsistent decisions of the referees after Chelsea were allowed two penalties against Burnley.","antonym","Predicted Relationship: contradiction with 99.54% confidence."
"He added: 'Diego Costa goes down after a blatant push from the full-back and it's not a penalty.","He added that Diego Costa went down after a blatant push by the full back and that was a penalty.","RD","Predicted Relationship: contradiction with 99.88% confidence."
"He added: 'Diego Costa goes down after a blatant push from the full-back and it's not a penalty.","He added that Diego Costa went down after a blatant push by the full back and that was not a penalty.","hypernym","Predicted Relationship: entailment with 99.96% confidence."
"He added: 'Diego Costa goes down after a blatant push from the full-back and it's not a penalty.","He added that Diego Costa went down without a blatant full back push and that was no penalty.","polarity_negation","Predicted Relationship: contradiction with 94.20% confidence."
"He added: 'Diego Costa goes down after a blatant push from the full-back and it's not a penalty.",""He went down after a blatant pushback from the full back Costa" Diego added adding that there was no penalty.","RS","Predicted Relationship: contradiction with 63.78% confidence."
"He added: 'Diego Costa goes down after a blatant push from the full-back and it's not a penalty.","He subtracts that Diego Costa went down after a blatant full back push and that was no penalty.","antonym","Predicted Relationship: entailment with 95.59% confidence."
"So that is the inconsistency that we unfortunately have to deal with.","So that isn't consistent which is unfortunate to deal with.","RD","Predicted Relationship: entailment with 99.78% confidence."
"So that is the inconsistency that we unfortunately have to deal with.","So that isn't consistent which unfortunately we're dealing with.","hypernym","Predicted Relationship: entailment with 99.88% confidence."
"So that is the inconsistency that we unfortunately have to deal with.","So that isn't consistent which unfortunately we're dealing with.","polarity_negation","Predicted Relationship: entailment with 99.88% confidence."
"So that is the inconsistency that we unfortunately have to deal with.","Unfortunately because of dealing with that inconsistency we are not consistent.","RS","Predicted Relationship: neutral with 97.95% confidence."
"So that is the inconsistency that we unfortunately have to deal with.","So that is not the incoherence we are dealing with unfortunately.","antonym","Predicted Relationship: contradiction with 99.65% confidence."
"Carl Jenkinson and James Collins are left dejected as Kane celebrates his injury time equaliser .","Karl Jenkinson and James Collins left dejected as Kane celebrated his own time equaliser.","RD","Predicted Relationship: entailment with 89.54% confidence."
"Carl Jenkinson and James Collins are left dejected as Kane celebrates his injury time equaliser .","Karl Jenkinson and James Collins are left dejected by Kane's celebration of his rousing time equaliser.","hypernym","Predicted Relationship: entailment with 92.85% confidence."
"Carl Jenkinson and James Collins are left dejected as Kane celebrates his injury time equaliser .","Karl Jenkinson and James Collins are left dejected by Kane's celebration of his injury time equaliser.","polarity_negation","Predicted Relationship: entailment with 98.57% confidence."
"Carl Jenkinson and James Collins are left dejected as Kane celebrates his injury time equaliser .","Karl Jenkinson and James dejected left Collins as Kane celebrated his injury time equaliser.","RS","Predicted Relationship: entailment with 91.15% confidence."
"Carl Jenkinson and James Collins are left dejected as Kane celebrates his injury time equaliser .","Karl Jenkinson and James Collins enter dejected as Kane celebrates his injury time equaliser.","antonym","Predicted Relationship: contradiction with 40.40% confidence."
"Tottenham chief Mauricio Pochettinho admitted it was a big point for his side as they enter a crucial week in the Europa League and play the Capital One Cup final against Chelsea at Wembley.","Tottenham chief Mauricio pochettinho admits he has a big point for his side as the club enter a crucial week in the League and play Chelsea in the Capital One Cup final at Wembley.","RD","Predicted Relationship: entailment with 98.86% confidence."
"Tottenham chief Mauricio Pochettinho admitted it was a big point for his side as they enter a crucial week in the Europa League and play the Capital One Cup final against Chelsea at Wembley.","Tottenham chief Mauricio pochettinho admits he has a big point for his side as the club enter a crucial week in the itemise of the Europa League and play Chelsea in the Capital One Cup final at Wembley.","hypernym","Predicted Relationship: entailment with 95.69% confidence."
"Tottenham chief Mauricio Pochettinho admitted it was a big point for his side as they enter a crucial week in the Europa League and play the Capital One Cup final against Chelsea at Wembley.","Tottenham chief Mauricio pochettinho admits he has a big point for his side as the club enters no crucial week in the Europa League and plays Chelsea in the Capital One Cup final at Wembley.","polarity_negation","Predicted Relationship: contradiction with 99.53% confidence."
"Tottenham chief Mauricio Pochettinho admitted it was a big point for his side as they enter a crucial week in the Europa League and play the Capital One Cup final against Chelsea at Wembley.","Tottenham chief Mauricio pochettinho admits he has a big point for his side as the club enter a crucial league week at Europa and play Chelsea in the Capital One Cup final at Wembley.","RS","Predicted Relationship: entailment with 99.72% confidence."
"Tottenham chief Mauricio Pochettinho admitted it was a big point for his side as they enter a crucial week in the Europa League and play the Capital One Cup final against Chelsea at Wembley.","Tottenham chief Mauricio pochettinho admits he has a big point for his side as they enter a non-crucial week in the Europa League and play Chelsea in the Capital One Cup final at Wembley.","antonym","Predicted Relationship: contradiction with 99.63% confidence."
"Kane celebrates his late equalising goal against West Ham at White Hart Lane on Sunday afternoon .","Kane celebrated his late goal against the West Ham on Sunday at White Hart Lane.","RD","Predicted Relationship: entailment with 99.75% confidence."
"Kane celebrates his late equalising goal against West Ham at White Hart Lane on Sunday afternoon .","Kane celebrated his late goal against the West Hams at White Hart Lane on Sunday afternoon.","hypernym","Predicted Relationship: entailment with 99.68% confidence."
"Kane celebrates his late equalising goal against West Ham at White Hart Lane on Sunday afternoon .","Kane celebrated his late goal against the West Ham at White Hart Lane on Sunday afternoon.","polarity_negation","Predicted Relationship: entailment with 99.77% confidence."
"Kane celebrates his late equalising goal against West Ham at White Hart Lane on Sunday afternoon .","Kane celebrated his late goal against the West Ham at White Hart Lane on Sunday afternoon.","RS","Predicted Relationship: entailment with 99.77% confidence."
"Kane celebrates his late equalising goal against West Ham at White Hart Lane on Sunday afternoon .","Kane celebrated his middle-goal equalizer against the West Hams at White Hart Lane on Sunday afternoon.","antonym","Predicted Relationship: neutral with 72.20% confidence."
"He said: 'We are always confident because we trust our players and we never give up.","We are always confident we trust our players and never give up.","RD","Predicted Relationship: neutral with 53.12% confidence."
"He said: 'We are always confident because we trust our players and we never give up.",""We are always confident proceeding with trust in our players and never giving up" he said.","hypernym","Predicted Relationship: entailment with 99.61% confidence."
"He said: 'We are always confident because we trust our players and we never give up.","He did not say we were always confident because we trusted our players and never gave up.","polarity_negation","Predicted Relationship: contradiction with 99.76% confidence."
"He said: 'We are always confident because we trust our players and we never give up.",""We are always confident we trust our people and never give up playing" he said.","RS","Predicted Relationship: entailment with 89.23% confidence."
"He said: 'We are always confident because we trust our players and we never give up.",""We will never be confident we trust in our players and we will never give up" he said.","antonym","Predicted Relationship: contradiction with 97.93% confidence."
"This is important, we showed big character and big personality.","It is important that we show the big characters and personalities.","RD","Predicted Relationship: entailment with 99.63% confidence."
"This is important, we showed big character and big personality.","It is important that we show the big characters and open handed personalities.","hypernym","Predicted Relationship: neutral with 99.67% confidence."
"This is important, we showed big character and big personality.","It is important that we show that there are no big characters and personalities.","polarity_negation","Predicted Relationship: contradiction with 99.93% confidence."
"This is important, we showed big character and big personality.","The personality and character we show as big is important.","RS","Predicted Relationship: entailment with 98.85% confidence."
"This is important, we showed big character and big personality.","It is important that we show the small characters and the big personalities.","antonym","Predicted Relationship: contradiction with 99.66% confidence."
"It was difficult to play, but it is good to show character.","Playing is difficult but the show is good.","RD","Predicted Relationship: entailment with 85.59% confidence."
"It was difficult to play, but it is good to show character.","It's difficult to play but the show of characters is expert.","hypernym","Predicted Relationship: neutral with 99.59% confidence."
"It was difficult to play, but it is good to show character.","It's difficult to play but the show of characters isn't good.","polarity_negation","Predicted Relationship: contradiction with 99.25% confidence."
"It was difficult to play, but it is good to show character.","The characters are difficult but the play is a good show.","RS","Predicted Relationship: neutral with 92.46% confidence."
"It was difficult to play, but it is good to show character.","It's difficult to play but it's good to hide the characters.","antonym","Predicted Relationship: contradiction with 99.75% confidence."
"The second goal, now I have seen on TV, was offside.","Now I see the second goal was offside.","RD","Predicted Relationship: entailment with 99.87% confidence."
"The second goal, now I have seen on TV, was offside.","Now I see the second cognitive content off the TV.","hypernym","Predicted Relationship: entailment with 95.73% confidence."
