Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"A woman from Oregon offered a $250 reward for the return of her pet goat Pete this week after it was stolen .","This week an Oregon woman offered a $250 reward for her beast goat Pete to return to her after being stolen.","hypernym","Predicted Relationship: entailment with 87.89% confidence."
"A woman from Oregon offered a $250 reward for the return of her pet goat Pete this week after it was stolen .","This week an Oregon woman offered a $250 reward for her pet goat Pete to be returned to her after being stolen.","polarity_negation","Predicted Relationship: entailment with 99.92% confidence."
"A woman from Oregon offered a $250 reward for the return of her pet goat Pete this week after it was stolen .","A woman from Oregon offered $250 a week for her pet goat to be returned to her after it was stolen.","RS","Predicted Relationship: entailment with 49.96% confidence."
"A woman from Oregon offered a $250 reward for the return of her pet goat Pete this week after it was stolen .","This week a man from Oregon offered a $250 reward for his pet goat Pete to be returned to him after being stolen.","antonym","Predicted Relationship: contradiction with 88.64% confidence."
"She worried about someone eating him, but said that he'd be chewy, according to the Oregonian.","Someone eating him worries her but she says he's chewy the newspaper said.","RD","Predicted Relationship: entailment with 99.90% confidence."
"She worried about someone eating him, but said that he'd be chewy, according to the Oregonian.","According to the Oregonian someone eating him incises on her but she says he's chewy.","hypernym","Predicted Relationship: entailment with 71.97% confidence."
"She worried about someone eating him, but said that he'd be chewy, according to the Oregonian.","Oregonian said she was worried someone was eating him but she said he wasn't chewy.","polarity_negation","Predicted Relationship: contradiction with 98.94% confidence."
"She worried about someone eating him, but said that he'd be chewy, according to the Oregonian.","Someone said he was worried about eating her but she said he was chewy.","RS","Predicted Relationship: contradiction with 99.86% confidence."
"She worried about someone eating him, but said that he'd be chewy, according to the Oregonian.",""Someone reassured her by eating him but she said he was chewy" the Oregonian newspaper said.","antonym","Predicted Relationship: contradiction with 99.73% confidence."
"A three-year-old girl allegedly spent the night locked in a freezing South African jail cell with her father, barefoot and only  wearing her pyjamas.","allegedly a three-year-old girl spent the night in a cold cell in a South African jail with her father who only wore her pyjamas.","RD","Predicted Relationship: entailment with 97.43% confidence."
"A three-year-old girl allegedly spent the night locked in a freezing South African jail cell with her father, barefoot and only  wearing her pyjamas.","allegedly a three-year-old girl spent the night locked in a cold cell in a South African jail with her father barefooted and wearing only her pyjamas.","hypernym","Predicted Relationship: entailment with 99.86% confidence."
"A three-year-old girl allegedly spent the night locked in a freezing South African jail cell with her father, barefoot and only  wearing her pyjamas.","A three-year-old girl allegedly spent no night locked in a cold cell in a South African jail with her father barefooted and in her pyjamas only.","polarity_negation","Predicted Relationship: entailment with 99.56% confidence."
"A three-year-old girl allegedly spent the night locked in a freezing South African jail cell with her father, barefoot and only  wearing her pyjamas.","A three-year-old girl barefooted and in her pyjamas spent the night with her father locked in a cold cell in a South African jail with her alleged attacker.","RS","Predicted Relationship: neutral with 99.42% confidence."
"A three-year-old girl allegedly spent the night locked in a freezing South African jail cell with her father, barefoot and only  wearing her pyjamas.","allegedly a three-year-old girl spent the night in a cold cell in a South African jail with her father barefooted and in her pyjamas only.","antonym","Predicted Relationship: entailment with 99.93% confidence."
"Cherise Niemann was so traumatised by her ordeal, on January 6, that she has been receiving counselling ever since to help control panic attacks brought on whenever she sees a policeman.","Cherise was so traumatized by her ordeal on January 6th that she has ever received counselling since the day to help her control the panic attack she was brought on any time she saw a policeman.","RD","Predicted Relationship: entailment with 99.61% confidence."
"Cherise Niemann was so traumatised by her ordeal, on January 6, that she has been receiving counselling ever since to help control panic attacks brought on whenever she sees a policeman.","Cherise Niemann was so traumatized by her ordeal on January 6th that she has since received counselling to help her control the panic attack she brought on any time she saw a policeman.","hypernym","Predicted Relationship: entailment with 99.89% confidence."
"Cherise Niemann was so traumatised by her ordeal, on January 6, that she has been receiving counselling ever since to help control panic attacks brought on whenever she sees a policeman.","Cherise Niemann was so traumatized by her ordeal on January 6th that she has ever received counselling to help her control the panic attack she brought on when she saw no policeman.","polarity_negation","Predicted Relationship: contradiction with 99.93% confidence."
"Cherise Niemann was so traumatised by her ordeal, on January 6, that she has been receiving counselling ever since to help control panic attacks brought on whenever she sees a policeman.","Cherise Niemann was so traumatized by her ordeal on January 1st that she has ever received counselling since the day to help her control the panic attack she brought on any time she saw 6.","RS","Predicted Relationship: contradiction with 99.94% confidence."
"Cherise Niemann was so traumatised by her ordeal, on January 6, that she has been receiving counselling ever since to help control panic attacks brought on whenever she sees a policeman.","Cherise Niemann was so traumatized by her ordeal on January 6th that she has ever received counselling to help her unrestraint panic attacks brought on by any policeman.","antonym","Predicted Relationship: contradiction with 99.59% confidence."
"Upon arrival to the police station in Hazyview, Johannesburg, officers even denied the hysterical toddler a drink of water and refused to take her home or allow her father to call somebody to pick her up, her parents claim.","When the hysterical toddler arrived at the police station in Johannesburg the officer denied even drinking water and refused to take them home or allow their father to call somebody to pick them up according to the parents.","RD","Predicted Relationship: entailment with 99.94% confidence."
"Upon arrival to the police station in Hazyview, Johannesburg, officers even denied the hysterical toddler a drink of water and refused to take her home or allow her father to call somebody to pick her up, her parents claim.","When they arrived at the police station in Hazyview Johannesburg the sea dog even denied that the hysterical toddler had drank water and refused to take them home or allow their father to call somebody to pick them up as their parents claimed.","hypernym","Predicted Relationship: contradiction with 72.17% confidence."
"Upon arrival to the police station in Hazyview, Johannesburg, officers even denied the hysterical toddler a drink of water and refused to take her home or allow her father to call somebody to pick her up, her parents claim.","When the hysterical toddler arrived at the police station in Hazyview not Johannesburg the officer even denied the hysterical toddler had drank water and refused to take them home or allow the father to call somebody to pick them up according to the parents.","polarity_negation","Predicted Relationship: contradiction with 99.46% confidence."
"Upon arrival to the police station in Hazyview, Johannesburg, officers even denied the hysterical toddler a drink of water and refused to take her home or allow her father to call somebody to pick her up, her parents claim.","When the water toddler arrived at the police station in Hazyview Johannesburg the officer even denied the child had drank hysterically and refused to take them home or allow the father to call somebody to pick them up the parents claimed.","RS","Predicted Relationship: entailment with 75.81% confidence."
"Upon arrival to the police station in Hazyview, Johannesburg, officers even denied the hysterical toddler a drink of water and refused to take her home or allow her father to call somebody to pick her up, her parents claim.","When the hysterical toddler arrived at the police station in Hazyview Johannesburg the officer denied even drinking water and refused to take them home or allow their father to call somebody to pick them up according to the parents of the hysterical toddler.","antonym","Predicted Relationship: entailment with 99.94% confidence."
"Instead, they say, she was forced to sleep in a cold, bare holding cell with her father as the unfamiliar sound of slamming doors, clanging chains and abusive drunks echoed throughout the police station.","Instead they say she was forced to sleep in a cold bare cell with her friends when the unfamiliar sounds of door slams chain clanging and abusers echoed from police stations.","RD","Predicted Relationship: contradiction with 99.96% confidence."
"Instead, they say, she was forced to sleep in a cold, bare holding cell with her father as the unfamiliar sound of slamming doors, clanging chains and abusive drunks echoed throughout the police station.","Instead they say she was forced with her father to sleep in a cold bare cell when unfamiliar sounds of door comments chain clanging and abusers echoed from police stations.","hypernym","Predicted Relationship: entailment with 99.78% confidence."
"Instead, they say, she was forced to sleep in a cold, bare holding cell with her father as the unfamiliar sound of slamming doors, clanging chains and abusive drunks echoed throughout the police station.","Instead they say she was forced with her father to sleep in a cold bare cell when the unfamiliar sounds of door slams chain clanging and abusers echoed from police stations.","polarity_negation","Predicted Relationship: entailment with 99.86% confidence."
"Instead, they say, she was forced to sleep in a cold, bare holding cell with her father as the unfamiliar sound of slamming doors, clanging chains and abusive drunks echoed throughout the police station.","Instead the clanging the slams of the door and the acoustic sounds of the abusers echoing in the police station were a slumber forced to sleep with her father in a bare cold holding cell with chains said to her.","RS","Predicted Relationship: entailment with 99.72% confidence."
"Instead, they say, she was forced to sleep in a cold, bare holding cell with her father as the unfamiliar sound of slamming doors, clanging chains and abusive drunks echoed throughout the police station.","Instead they say she was forced with her father to sleep in a cold covered holding cell when the unfamiliar sounds of door slams chain clanging and abusers echoed from police stations.","antonym","Predicted Relationship: contradiction with 99.13% confidence."
"Scary: Charlie Niemann, 29, said he was arrested for drink driving on January 6 and both he and his daughter Cherise were locked in a freezing police cell overnight .","It's scary Charlie Niemann 29 said he was arrested on January 6 for driving after drinking and locked himself and Cherise in a frozen police cell overnight.","RD","Predicted Relationship: entailment with 99.83% confidence."
"Scary: Charlie Niemann, 29, said he was arrested for drink driving on January 6 and both he and his daughter Cherise were locked in a freezing police cell overnight .","It's scary Charlie Niemann 29 said he was arrested on January 6 for driving after drinking and locked himself and his daughter Cherise in a police cell overnight.","hypernym","Predicted Relationship: entailment with 99.82% confidence."
"Scary: Charlie Niemann, 29, said he was arrested for drink driving on January 6 and both he and his daughter Cherise were locked in a freezing police cell overnight .","It's scary no Charlie Niemann 29 said he was arrested on January 6 for driving after drinking and locked himself and his daughter Cherise in a police cell overnight.","polarity_negation","Predicted Relationship: entailment with 99.72% confidence."
"Scary: Charlie Niemann, 29, said he was arrested for drink driving on January 6 and both he and his daughter Cherise were locked in a freezing police cell overnight .","It's scary Charlie Niemann 29 said he was arrested on the 6th for drunk driving after a freeze and locked himself and his daughter Cherise in a police cell overnight.","RS","Predicted Relationship: neutral with 98.27% confidence."
"Scary: Charlie Niemann, 29, said he was arrested for drink driving on January 6 and both he and his daughter Cherise were locked in a freezing police cell overnight .","It's scary Charlie Niemann 29 said he was arrested on January 6 for driving after drinking and locked himself and his boy Cherise in a frozen police cell overnight.","antonym","Predicted Relationship: contradiction with 54.77% confidence."
"Now her father, Charlie, has branded the arresting officers 'inhuman' and has demanded answers as to why his daughter was exposed to such horrors that would haunt the dreams of even the most confident of toddlers.","Now her father Charlie branded the arrested person as "human" and demanded answers to why his daughter was exposed to such horror that even the most confident toddler had dreams haunted.","RD","Predicted Relationship: contradiction with 99.79% confidence."
"Now her father, Charlie, has branded the arresting officers 'inhuman' and has demanded answers as to why his daughter was exposed to such horrors that would haunt the dreams of even the most confident of toddlers.","Now her father Charlie brandished the Jack-tar arrested as "human" and demanded answers to why his daughter was exposed to such horror that even the most confident toddler had dreams haunted.","hypernym","Predicted Relationship: contradiction with 99.91% confidence."
"Now her father, Charlie, has branded the arresting officers 'inhuman' and has demanded answers as to why his daughter was exposed to such horrors that would haunt the dreams of even the most confident of toddlers.","Now her father Charlie brands the unarmed officer as a "human being" and demands answers to why his daughter was exposed to such horror that even the most confident toddler had dreams haunted.","polarity_negation","Predicted Relationship: contradiction with 99.94% confidence."
"Now her father, Charlie, has branded the arresting officers 'inhuman' and has demanded answers as to why his daughter was exposed to such horrors that would haunt the dreams of even the most confident of toddlers.","Now her father Charlie branded the arresting officer as "human" and demanded answers to why his daughter was exposed to such horror that even the most confident toddler had dreams haunted.","RS","Predicted Relationship: contradiction with 99.06% confidence."
"Now her father, Charlie, has branded the arresting officers 'inhuman' and has demanded answers as to why his daughter was exposed to such horrors that would haunt the dreams of even the most confident of toddlers.","Now her father Charlie branded the arresting officer as "human" and demanded answers to why his daughter was exposed to such horror that even the least confident toddler had dreams haunted.","antonym","Predicted Relationship: contradiction with 99.58% confidence."
"Her ordeal began when police stopped Niemann, 29, on suspicion of drink driving as he took his .","Her ordeal began when police stopped a 29-year-old woman when she took her. They suspected her of driving under the influence.","RD","Predicted Relationship: contradiction with 39.79% confidence."
"Her ordeal began when police stopped Niemann, 29, on suspicion of drink driving as he took his .","Her ordeal began when police stopped 29-year-old Niemann for suspicion of drunk driving when she affirms her beliefs.","hypernym","Predicted Relationship: neutral with 90.62% confidence."
"Her ordeal began when police stopped Niemann, 29, on suspicion of drink driving as he took his .","Her ordeal began when police stopped 29-year-old Niemann as he took his things and suspected him of not driving drunk.","polarity_negation","Predicted Relationship: contradiction with 98.72% confidence."
"Her ordeal began when police stopped Niemann, 29, on suspicion of drink driving as he took his .","Niemann's ordeal began when police stopped her a 29-year-old and suspected her of driving drunk when she took hers.","RS","Predicted Relationship: entailment with 98.22% confidence."
"Her ordeal began when police stopped Niemann, 29, on suspicion of drink driving as he took his .","Her ordeal began with police taking Niemann 29 as a consonant when they took her.","antonym","Predicted Relationship: contradiction with 77.43% confidence."
"daughter out to buy milk and cigarettes.","Daughter was out to buy cigarettes and a drink.","RD","Predicted Relationship: contradiction with 99.96% confidence."
"daughter out to buy milk and cigarettes.","Daughters were out to buy milk and cigarettes.","hypernym","Predicted Relationship: entailment with 97.08% confidence."
"daughter out to buy milk and cigarettes.","No daughter was out to buy milk and cigarettes.","polarity_negation","Predicted Relationship: contradiction with 99.87% confidence."
"daughter out to buy milk and cigarettes.","Milk was out to buy a cigarette and daughter.","RS","Predicted Relationship: contradiction with 99.92% confidence."
"daughter out to buy milk and cigarettes.","The boy was out to buy milk and cigarettes.","antonym","Predicted Relationship: contradiction with 99.82% confidence."
"He claims that, after his arrest, police officers took them both to the station for interview, refusing to take Cherise home or allow him to call for someone to pick her up.","After his arrest he claimed they were both taken to an interview by a police officer who refused to take Cherise home or allow him to call for someone to pick him up.","RD","Predicted Relationship: entailment with 96.64% confidence."
"He claims that, after his arrest, police officers took them both to the station for interview, refusing to take Cherise home or allow him to call for someone to pick her up.","He claimed that they were both taken to the station by police officers who refused to take Cherise home or allow him to call someone to pick her up and subsequently arrested him.","hypernym","Predicted Relationship: contradiction with 99.08% confidence."
"He claims that, after his arrest, police officers took them both to the station for interview, refusing to take Cherise home or allow him to call for someone to pick her up.","After his arrest he claimed they were both taken to a station by a police officer who refused to take Cherise home or allow him to call someone to pick her up.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"He claims that, after his arrest, police officers took them both to the station for interview, refusing to take Cherise home or allow him to call for someone to pick her up.","After his arrest he claimed that the police officer who refused to take Cherise home or allow him to call for someone to pick him up took them both to the station for interviews.","RS","Predicted Relationship: entailment with 84.56% confidence."
"He claims that, after his arrest, police officers took them both to the station for interview, refusing to take Cherise home or allow him to call for someone to pick her up.","After his arrest he claimed both of them were taken to a station by a police refuse officer who refused to take Cherise home or allow him to call for someone to pick him up.","antonym","Predicted Relationship: entailment with 67.04% confidence."
"He admits to having drunk two beers earlier in the night but denies that he was drunk when he took the youngster out in the car.","He admitted to having drunk two beers earlier in the night but denied having drank when he took out in the car.","RD","Predicted Relationship: entailment with 99.51% confidence."
"He admits to having drunk two beers earlier in the night but denies that he was drunk when he took the youngster out in the car.","He admitted to having drunk two beers earlier in the night but denied intemperance when he took the youngster out in the car.","hypernym","Predicted Relationship: entailment with 99.84% confidence."
"He admits to having drunk two beers earlier in the night but denies that he was drunk when he took the youngster out in the car.","He admitted to drinking two beers before the night before but denied drinking when he took the youngster out in the car.","polarity_negation","Predicted Relationship: contradiction with 60.73% confidence."
"He admits to having drunk two beers earlier in the night but denies that he was drunk when he took the youngster out in the car.","He admitted drinking a youngster's beer earlier in the night but denied drinking when he took the two out in the car.","RS","Predicted Relationship: neutral with 83.08% confidence."
"He admits to having drunk two beers earlier in the night but denies that he was drunk when he took the youngster out in the car.","He admitted to having drunk two beers earlier in the night but denied having drunk when he refused the youngster out of the car.","antonym","Predicted Relationship: contradiction with 99.24% confidence."
"Fears: According to Cherise's mother Stephanie, 30, who was pregnant with the couple¿s second child, the youngster is now terrified of police officers .","Cherise's mother Stephanie 30 who is second-born to a couple of children said she is now terrified by police officers.","RD","Predicted Relationship: contradiction with 76.71% confidence."
"Fears: According to Cherise's mother Stephanie, 30, who was pregnant with the couple¿s second child, the youngster is now terrified of police officers .","Cherise's mother Stephanie 30 who is second child-impaired said she is now afraid to be frightened by police officers.","hypernym","Predicted Relationship: neutral with 67.11% confidence."
"Fears: According to Cherise's mother Stephanie, 30, who was pregnant with the couple¿s second child, the youngster is now terrified of police officers .","Cherise's mother Stephanie 30 who is second child-impaired is afraid that police officers will now be terrified of her.","polarity_negation","Predicted Relationship: neutral with 72.88% confidence."
"Fears: According to Cherise's mother Stephanie, 30, who was pregnant with the couple¿s second child, the youngster is now terrified of police officers .","The couple's mother Stephanie 30 who is pregnant with Cherise's second child is afraid that the police officer will now terrify her.","RS","Predicted Relationship: neutral with 78.15% confidence."
"Fears: According to Cherise's mother Stephanie, 30, who was pregnant with the couple¿s second child, the youngster is now terrified of police officers .","Cherise's male parent Stephanie 30 who is second child-impaired to the couple is afraid that police officers will now be terrified of her.","antonym","Predicted Relationship: contradiction with 98.50% confidence."
"Complaint: Mr Niemann claims that after being arrested police officers refused to take Cherise home or allow him to call for someone to pick her up .","Complaint.","RD","Predicted Relationship: entailment with 95.28% confidence."
"Complaint: Mr Niemann claims that after being arrested police officers refused to take Cherise home or allow him to call for someone to pick her up .","Plainly.","hypernym","Predicted Relationship: contradiction with 63.88% confidence."
"Complaint: Mr Niemann claims that after being arrested police officers refused to take Cherise home or allow him to call for someone to pick her up .","No complaints.","polarity_negation","Predicted Relationship: contradiction with 99.90% confidence."
"Complaint: Mr Niemann claims that after being arrested police officers refused to take Cherise home or allow him to call for someone to pick her up .","Complaint.","RS","Predicted Relationship: entailment with 95.28% confidence."
"Complaint: Mr Niemann claims that after being arrested police officers refused to take Cherise home or allow him to call for someone to pick her up .","Cheers.","antonym","Predicted Relationship: neutral with 80.08% confidence."
"When we got there and Cherise was crying, one threatened to throw her in .","When we got there and cried one threatened to throw the name out there.","RD","Predicted Relationship: contradiction with 42.08% confidence."
"When we got there and Cherise was crying, one threatened to throw her in .","When we get there and Cherise changes one threatens to throw her there.","hypernym","Predicted Relationship: neutral with 81.04% confidence."
"When we got there and Cherise was crying, one threatened to throw her in .","When we got there and Cherise cried one threatened not to throw her there.","polarity_negation","Predicted Relationship: contradiction with 96.79% confidence."
"When we got there and Cherise was crying, one threatened to throw her in .","When one gets Cherise and cry one threatens to throw us there.","RS","Predicted Relationship: contradiction with 84.48% confidence."
"When we got there and Cherise was crying, one threatened to throw her in .","When we got there and Cherise laughed one threatened to throw her there.","antonym","Predicted Relationship: contradiction with 96.64% confidence."
"According to Cherise's mother Stephanie, 30, who was pregnant with the couple’s second child, said the youngster is now terrified of police officers.","Christine 30 a mother who is pregnant with the couple's third child said she was now terrified by police officers.","RD","Predicted Relationship: contradiction with 99.77% confidence."
"According to Cherise's mother Stephanie, 30, who was pregnant with the couple’s second child, said the youngster is now terrified of police officers.","Cherise's mother Stephanie 30 who is pregnant with the second child of the couple said she is now terrified by police officers.","hypernym","Predicted Relationship: contradiction with 96.00% confidence."
"According to Cherise's mother Stephanie, 30, who was pregnant with the couple’s second child, said the youngster is now terrified of police officers.","Christine 30 a mother who is not the second child of a couple said she was now terrified by police officers.","polarity_negation","Predicted Relationship: contradiction with 99.59% confidence."
"According to Cherise's mother Stephanie, 30, who was pregnant with the couple’s second child, said the youngster is now terrified of police officers.","Cherise's mother Stephanie is a second child-impaired couple and said she is now terrified by 30 officers.","RS","Predicted Relationship: contradiction with 99.80% confidence."
"According to Cherise's mother Stephanie, 30, who was pregnant with the couple’s second child, said the youngster is now terrified of police officers.","Christine 30 a mother who is pregnant with a second child in a couple said she was now terrified by police officers.","antonym","Predicted Relationship: contradiction with 99.04% confidence."
"taken Cherise to a counsellor and she is getting better.","Take counsel and get better.","RD","Predicted Relationship: entailment with 99.13% confidence."
"taken Cherise to a counsellor and she is getting better.","Cherise made a decision with counsel and got better.","hypernym","Predicted Relationship: neutral with 99.59% confidence."
"taken Cherise to a counsellor and she is getting better.","No Cherise is taking her to the counsellor and getting better.","polarity_negation","Predicted Relationship: entailment with 98.46% confidence."
"taken Cherise to a counsellor and she is getting better.","Counselors take Cherise and get better.","RS","Predicted Relationship: contradiction with 79.88% confidence."
"taken Cherise to a counsellor and she is getting better.","Cherise took her to the counsellor and got better abstinence.","antonym","Predicted Relationship: neutral with 97.79% confidence."
"But she is scared of .","But scares are...","RD","Predicted Relationship: neutral with 52.27% confidence."
"But she is scared of .","ranges from scared to scared.","hypernym","Predicted Relationship: neutral with 96.32% confidence."
"But she is scared of .","But she's not scared.","polarity_negation","Predicted Relationship: contradiction with 99.41% confidence."
"But she is scared of .","But she's scared.","RS","Predicted Relationship: entailment with 99.84% confidence."
"But she is scared of .","But she's scared.","antonym","Predicted Relationship: entailment with 99.84% confidence."
"Whenever she sees a police car, she looks for her dad and .","She looked at her own people whenever she saw a police car and it was.","RD","Predicted Relationship: entailment with 97.65% confidence."
"Whenever she sees a police car, she looks for her dad and .","When she saw whatever police car she looked at her dad and it was him.","hypernym","Predicted Relationship: entailment with 62.67% confidence."
"Whenever she sees a police car, she looks for her dad and .","She didn't look at her dad when she saw any police car and it was.","polarity_negation","Predicted Relationship: contradiction with 99.44% confidence."
"Whenever she sees a police car, she looks for her dad and .","She looked at her police when she saw any car her dad was in.","RS","Predicted Relationship: neutral with 93.67% confidence."
"Whenever she sees a police car, she looks for her dad and .","She backed her dad whenever she saw a police car and she did.","antonym","Predicted Relationship: neutral with 95.59% confidence."
"filed a complaint against the police with the independent complaints directorate.","The complaint was filed with the independent complaint directorate.","RD","Predicted Relationship: entailment with 99.86% confidence."
"filed a complaint against the police with the independent complaints directorate.","The police complaint was filed with the complaint directorate without swearing.","hypernym","Predicted Relationship: neutral with 99.96% confidence."
"filed a complaint against the police with the independent complaints directorate.","The complaint against the police was filed with the independent complaint directorate.","polarity_negation","Predicted Relationship: entailment with 99.95% confidence."
"filed a complaint against the police with the independent complaints directorate.","The police complaint was filed with the independent directorate of the complaint.","RS","Predicted Relationship: entailment with 98.46% confidence."
"filed a complaint against the police with the independent complaints directorate.","Police cheers filed with the independent complaint directorate.","antonym","Predicted Relationship: contradiction with 99.11% confidence."
"A police spokesperson said it was illegal to lock up a child in a police cell .","Police say it is illegal to lock up children in police cells.","RD","Predicted Relationship: entailment with 99.81% confidence."
"A police spokesperson said it was illegal to lock up a child in a police cell .","A personnel spokesperson said it was illegal to lock up children in personnel cells.","hypernym","Predicted Relationship: neutral with 82.95% confidence."
"A police spokesperson said it was illegal to lock up a child in a police cell .","A police spokesperson said it was illegal to lock up children in police cells.","polarity_negation","Predicted Relationship: entailment with 99.88% confidence."
"A police spokesperson said it was illegal to lock up a child in a police cell .","Police spokespersons said it was illegal for children to lock up in police cells.","RS","Predicted Relationship: entailment with 98.43% confidence."
"A police spokesperson said it was illegal to lock up a child in a police cell .","Police spokespersons said it was illegal to lock up children in police cells.","antonym","Predicted Relationship: entailment with 98.05% confidence."
"and said it would be investigated.","It was said to be under investigation.","RD","Predicted Relationship: entailment with 98.95% confidence."
"and said it would be investigated.","and maintains it is under investigation.","hypernym","Predicted Relationship: neutral with 66.84% confidence."
"and said it would be investigated.","And it was said to be under investigation not.","polarity_negation","Predicted Relationship: contradiction with 45.36% confidence."
"and said it would be investigated.","And it said it was an investigation.","RS","Predicted Relationship: entailment with 88.83% confidence."
"and said it would be investigated.","And it was said to be under investigation.","antonym","Predicted Relationship: entailment with 96.58% confidence."
"Tough: South African police are well-known for their uncompromising, and at times aggressive, approach to preventing crime.","Tough because African police know well that their approach to prevention of crime is not without compromise and at times aggressive.","RD","Predicted Relationship: contradiction with 91.78% confidence."
"Tough: South African police are well-known for their uncompromising, and at times aggressive, approach to preventing crime.","Tough because South African police know well that their approach to prevention of crime is not compromised and at times aggressive.","hypernym","Predicted Relationship: neutral with 50.11% confidence."
"Tough: South African police are well-known for their uncompromising, and at times aggressive, approach to preventing crime.","Tough because the South African police aren't known to take a compromise-free and at times aggressive approach to prevention of crime.","polarity_negation","Predicted Relationship: contradiction with 99.42% confidence."
"Tough: South African police are well-known for their uncompromising, and at times aggressive, approach to preventing crime.","It is not tough for South African police to compromise on prevention of crime with an aggressive approach at times that is well known and therefore difficult to cause.","RS","Predicted Relationship: contradiction with 78.58% confidence."
"Tough: South African police are well-known for their uncompromising, and at times aggressive, approach to preventing crime.","Tough because South African police know well that their approach to prevention of crime is not compromised and at times aggressive.","antonym","Predicted Relationship: neutral with 50.11% confidence."
"But a police spokesperson said it was illegal to lock up a child in a police cell and said it would be investigated .","But police say it is illegal to lock children up in police cells and say it is being investigated.","RD","Predicted Relationship: entailment with 90.63% confidence."
"But a police spokesperson said it was illegal to lock up a child in a police cell and said it would be investigated .","But a police spokesperson said it was illegal to lock children up in police cells and said it was under investigation.","hypernym","Predicted Relationship: entailment with 68.76% confidence."
"But a police spokesperson said it was illegal to lock up a child in a police cell and said it would be investigated .","But an unproven police spokesperson said it was illegal to lock children up in police cells and said it was under investigation.","polarity_negation","Predicted Relationship: neutral with 87.86% confidence."
"But a police spokesperson said it was illegal to lock up a child in a police cell and said it would be investigated .","But police children said it was illegal to lock up a spokesperson's cell and said it was under investigation.","RS","Predicted Relationship: contradiction with 98.36% confidence."
"But a police spokesperson said it was illegal to lock up a child in a police cell and said it would be investigated .","But a police spokesperson said it was illegal to lock up parents in police cells and said it was under investigation.","antonym","Predicted Relationship: neutral with 83.63% confidence."
"Swansea City are set to announce the £8million signing of Federico Fernandez after the Napoli defender passed a medical with the Welsh club.","Swansea City are set to announce the signing of Napoli defender Federico Fernandez with a signing fee of 8 million after passing a medical with the club.","RD","Predicted Relationship: entailment with 99.59% confidence."
"Swansea City are set to announce the £8million signing of Federico Fernandez after the Napoli defender passed a medical with the Welsh club.","Swansea City were set to announce after passing a medical with them that they had signed Napoli defender Federico Fernandez for PS8million.","hypernym","Predicted Relationship: entailment with 98.27% confidence."
"Swansea City are set to announce the £8million signing of Federico Fernandez after the Napoli defender passed a medical with the Welsh club.","Swansea City are set to announce that they will not sign Napoli's Federico Fernandez for PS8million after passing a medical with the club.","polarity_negation","Predicted Relationship: contradiction with 99.94% confidence."
"Swansea City are set to announce the £8million signing of Federico Fernandez after the Napoli defender passed a medical with the Welsh club.","Swansea City are set to announce that they have signed Napoli's Federico pellegrini for 8 million Fernandez after passing a medical with the club.","RS","Predicted Relationship: contradiction with 91.53% confidence."
"Swansea City are set to announce the £8million signing of Federico Fernandez after the Napoli defender passed a medical with the Welsh club.","Swansea City rose to announce that they had signed Napoli defender Federico Fernandez for PS8million after passing a medical with the club.","antonym","Predicted Relationship: entailment with 98.99% confidence."
"MailOnline Sport understands he wrapped up his health check on Tuesday and only formalities remain before the deal is confirmed.","MailOnline understood that he wrapped up his health check Tuesday and that there would be only formalities remaining before the deal was confirmed.","RD","Predicted Relationship: entailment with 99.90% confidence."
"MailOnline Sport understands he wrapped up his health check on Tuesday and only formalities remain before the deal is confirmed.","MailOnline Sport understood that he would wrap up his health checks Tuesday and that there would be only formalities remaining before the deal was confirmed.","hypernym","Predicted Relationship: entailment with 99.76% confidence."
"MailOnline Sport understands he wrapped up his health check on Tuesday and only formalities remain before the deal is confirmed.","MailOnline Sport understood that he wrapped up his health check Tuesday and that there would be only formalities remaining before the deal was confirmed.","polarity_negation","Predicted Relationship: entailment with 99.90% confidence."
"MailOnline Sport understands he wrapped up his health check on Tuesday and only formalities remain before the deal is confirmed.","MailOnline Sport understood that he would wrap up his health checks only on Wednesday and that Tuesday formalities would remain until the deal is confirmed.","RS","Predicted Relationship: contradiction with 99.94% confidence."
"MailOnline Sport understands he wrapped up his health check on Tuesday and only formalities remain before the deal is confirmed.","MailOnline Sport understood he wrapped up his health checks Tuesday and that there would be only informalities remaining before the deal was confirmed.","antonym","Predicted Relationship: entailment with 96.65% confidence."
"The 25-year-old, who represented Argentina in the World Cup, will become Swansea’s most expensive defender.","Argentina's 25-year-old World Cup representative became the most defender of Swansea.","RD","Predicted Relationship: entailment with 95.85% confidence."
"The 25-year-old, who represented Argentina in the World Cup, will become Swansea’s most expensive defender.","Argentina's 25-year-old World Cup representative became the most expensive Swansea keeper.","hypernym","Predicted Relationship: contradiction with 99.93% confidence."
"The 25-year-old, who represented Argentina in the World Cup, will become Swansea’s most expensive defender.","The 25-year-old World Cup representative for Argentina became the most expensive Swansea defender.","polarity_negation","Predicted Relationship: entailment with 98.60% confidence."
"The 25-year-old, who represented Argentina in the World Cup, will become Swansea’s most expensive defender.","Argentina's 25-year-old World Cup representative became the most expensive Swansea defenceman in the year.","RS","Predicted Relationship: entailment with 95.31% confidence."
