Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"In 1940, a naturalized American citizen of German birth set out in a patriotic exploit to work as the FBI's first double agent and bring to justice a varied cast of traitors who were stealing technological secrets to give German bombers an upper hand in their invasion of Europe.","In 1940 a naturalized American citizen born in Germany set out to exploit the work of the first double agent in the FBI and to bring to justice a varied cast of traitors who stole technology secrets to give German bombers the upper hand in the invasion of Europe.","hypernym","Predicted Relationship: entailment with 88.64% confidence."
"In 1940, a naturalized American citizen of German birth set out in a patriotic exploit to work as the FBI's first double agent and bring to justice a varied cast of traitors who were stealing technological secrets to give German bombers an upper hand in their invasion of Europe.","In 1940 an unnaturalized German-born American citizen set out to exploit the work of the first double FBI agent and to bring to justice a varied cast of traitors who stole technology secrets to give German bombers the upper hand in the invasion of Europe.","polarity_negation","Predicted Relationship: entailment with 89.32% confidence."
"In 1940, a naturalized American citizen of German birth set out in a patriotic exploit to work as the FBI's first double agent and bring to justice a varied cast of traitors who were stealing technological secrets to give German bombers an upper hand in their invasion of Europe.","In 1940 a naturalized American citizen born in Germany set out to exploit the work of the first double agent in the FBI and to bring to justice a cast of traitors who stole technology secrets to give German bombers varied hands in the invasion of Europe.","RS","Predicted Relationship: contradiction with 79.44% confidence."
"In 1940, a naturalized American citizen of German birth set out in a patriotic exploit to work as the FBI's first double agent and bring to justice a varied cast of traitors who were stealing technological secrets to give German bombers an upper hand in their invasion of Europe.","In 1940 a naturalized American citizen born in Germany set out to exploit the malfunction of the first double FBI agent and to bring to justice a varied cast of traitors who stole technology secrets to give German bombers the upper hand in the invasion of Europe.","antonym","Predicted Relationship: contradiction with 99.06% confidence."
"Peter Duffy's new book 'Double Agent: The First Hero of World War II and how the FBI Outwitted and Destroyed a Nazi Spy Ring', details the work of William Sebold, an intensely patriotic man who worked with the FBI to infiltrate the Duquesne Spy Ring, a spy ring operating in New York City and one of the biggest in American history.","Among Peter Duffy's new work "Double: The First Hero of World War II: How the FBI Outwitted and Destroyed A Nazi Spy Ring" William Sebold details his intensely patriotic work in infiltrating the Duquesne Spy Ring a New York City-operated spy ring.","RD","Predicted Relationship: entailment with 98.79% confidence."
"Peter Duffy's new book 'Double Agent: The First Hero of World War II and how the FBI Outwitted and Destroyed a Nazi Spy Ring', details the work of William Sebold, an intensely patriotic man who worked with the FBI to infiltrate the Duquesne Spy Ring, a spy ring operating in New York City and one of the biggest in American history.","The new work of William Sebold an intensely patriotic man who worked to infiltrate the Duquesne Spy Ring a New York City-operated spy ring is detailed in Peter Duffy's "Double Agent: The First Hero of World War II: How the FBI Outwitted and Destroyed A Nazi Spy Ring."","hypernym","Predicted Relationship: entailment with 99.66% confidence."
"Peter Duffy's new book 'Double Agent: The First Hero of World War II and how the FBI Outwitted and Destroyed a Nazi Spy Ring', details the work of William Sebold, an intensely patriotic man who worked with the FBI to infiltrate the Duquesne Spy Ring, a spy ring operating in New York City and one of the biggest in American history.","The new work of William Sebold a deeply patriotic man who worked to infiltrate the Duquesne Spy Ring a New York City-operated spy ring is detailed in Peter Duffy's book "Double Agent: The First Hero of World War II: How the FBI Outwitted and Destroyed A Nazi Spy Ring."","polarity_negation","Predicted Relationship: entailment with 99.80% confidence."
"Peter Duffy's new book 'Double Agent: The First Hero of World War II and how the FBI Outwitted and Destroyed a Nazi Spy Ring', details the work of William Sebold, an intensely patriotic man who worked with the FBI to infiltrate the Duquesne Spy Ring, a spy ring operating in New York City and one of the biggest in American history.","Peter Duffy's new book "Double Agent: The First Hero of World II: How the FBI Outwitted and Destroyed A Nazi Spy Ring" details the intense work of the patriotic War man William Sebold in infiltrating the Duquesne Spy Ring a New York City-operated spy ring.","RS","Predicted Relationship: entailment with 99.26% confidence."
"Peter Duffy's new book 'Double Agent: The First Hero of World War II and how the FBI Outwitted and Destroyed a Nazi Spy Ring', details the work of William Sebold, an intensely patriotic man who worked with the FBI to infiltrate the Duquesne Spy Ring, a spy ring operating in New York City and one of the biggest in American history.","The new work of Walter Sebold an intensely patriotic man who worked to infiltrate the Duquesne Spy Ring a New York City-operated spy ring is detailed in Peter Duffy's book "Double Agent: The First Hero of World War II: How the FBI Outwitted and Destroyed A Nazi Spy Ring."","antonym","Predicted Relationship: entailment with 68.69% confidence."
"Duffy's book details the Nazi's attempt to recruit Sebold as their own spy in 1939, while Sebold was in the country to visit his mother.","Duffy details Nazi attempts to recruit names for espionage in 1939 when the Nazis were in the country visiting their mother.","RD","Predicted Relationship: contradiction with 99.78% confidence."
"Duffy's book details the Nazi's attempt to recruit Sebold as their own spy in 1939, while Sebold was in the country to visit his mother.","Duffy details Nazi attempts to recruit Sebold as a spy in 1939 when Sebold was in the country visiting his mother.","hypernym","Predicted Relationship: entailment with 99.93% confidence."
"Duffy's book details the Nazi's attempt to recruit Sebold as their own spy in 1939, while Sebold was in the country to visit his mother.","Duffy details the Nazi attempt to recruit Sebold as a spy in 1939 when Sebold was in the country visiting his mother.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"Duffy's book details the Nazi's attempt to recruit Sebold as their own spy in 1939, while Sebold was in the country to visit his mother.","Duffy details the country's attempt to recruit Sebold as a spy in 1939 when Sebold was on a visit to his mother.","RS","Predicted Relationship: entailment with 99.08% confidence."
"Duffy's book details the Nazi's attempt to recruit Sebold as their own spy in 1939, while Sebold was in the country to visit his mother.","Duffy details Nazi attempts to recruit Sebold as a spy in 1939 when Sebold was in an urban area visiting his mother.","antonym","Predicted Relationship: contradiction with 99.90% confidence."
"The Nazis accosted him, overly impressed with a low-level position Sebold once held in New York City, and placed him as a spy in New York City under the threat of death.","The Nazis approached him over impressed by the low-level position Sebold once held in York City placing him under threat of death.","RD","Predicted Relationship: entailment with 99.88% confidence."
"The Nazis accosted him, overly impressed with a low-level position Sebold once held in New York City, and placed him as a spy in New York City under the threat of death.","The Nazis approached him over impressed by the low-level position Sebold once held in New York City placing him under threat of death.","hypernym","Predicted Relationship: entailment with 99.89% confidence."
"The Nazis accosted him, overly impressed with a low-level position Sebold once held in New York City, and placed him as a spy in New York City under the threat of death.","The Nazis approached him unoverly impressed with the low-level position Sebold once held in New York City and placed him under threat of death.","polarity_negation","Predicted Relationship: contradiction with 99.45% confidence."
"The Nazis accosted him, overly impressed with a low-level position Sebold once held in New York City, and placed him as a spy in New York City under the threat of death.","He was approached by a once-nazi who was overly impressed by the low-level position Sebold held in New York City during Nazism and placed him under threat of death.","RS","Predicted Relationship: entailment with 66.36% confidence."
"The Nazis accosted him, overly impressed with a low-level position Sebold once held in New York City, and placed him as a spy in New York City under the threat of death.","The Nazis approached him over impressed by the low-level position Sebold once held in New York City placing him under threat of death.","antonym","Predicted Relationship: entailment with 99.89% confidence."
"The cover of Peter Duffy's new book 'Double Agent,' which details the work of William Sebold and the FBI in putting an end to German spy rings operating in America .","Peter Duffy's new book "Double Agent" details the work of William Sebold and the FBI to put an end to a German spy ring operating in America.","RD","Predicted Relationship: entailment with 99.08% confidence."
"The cover of Peter Duffy's new book 'Double Agent,' which details the work of William Sebold and the FBI in putting an end to German spy rings operating in America .","The cover of Peter Duffy's unexampled "Double Agent" details the work of William Sebold and the FBI to put an end to the German spy ring operating in America.","hypernym","Predicted Relationship: entailment with 53.93% confidence."
"The cover of Peter Duffy's new book 'Double Agent,' which details the work of William Sebold and the FBI in putting an end to German spy rings operating in America .","Peter Duffy's new book "Double Agent" details the work of William Sebold and the FBI to put an end to the German spy ring operating in America.","polarity_negation","Predicted Relationship: entailment with 99.49% confidence."
"The cover of Peter Duffy's new book 'Double Agent,' which details the work of William Sebold and the FBI in putting an end to German spy rings operating in America .","The cover of Peter Duffy's new book "Double Agent" details the FBI and Sebold's work to put an end to the German spy ring operating in America.","RS","Predicted Relationship: entailment with 99.52% confidence."
"The cover of Peter Duffy's new book 'Double Agent,' which details the work of William Sebold and the FBI in putting an end to German spy rings operating in America .","The cover of Peter Duffy's new book "Double Agent" details the work of William Sebold and the FBI to divest from the work to end a German spy ring operating in America.","antonym","Predicted Relationship: contradiction with 96.76% confidence."
"Double agent William Sebold (pictured right) talking with Nazi spy Fritz Duquesne, who was totally unaware that the FBI had installed a two-way mirror into Sebold's Times Square office .","Right-wing agent William Sebold talks to Nazi spyitz Duquesne who is totally unaware that the FBI installed a two-way mirror on his office in the Times Square.","RD","Predicted Relationship: entailment with 74.88% confidence."
"Double agent William Sebold (pictured right) talking with Nazi spy Fritz Duquesne, who was totally unaware that the FBI had installed a two-way mirror into Sebold's Times Square office .","The picture right is of a double agent named William Sebold intercommunicates with Nazi spyitz Duquesne who was unaware that the FBI was totally installing a two-way mirror on his office in the Times Square.","hypernym","Predicted Relationship: entailment with 99.53% confidence."
"Double agent William Sebold (pictured right) talking with Nazi spy Fritz Duquesne, who was totally unaware that the FBI had installed a two-way mirror into Sebold's Times Square office .","Double agent William Sebold right in the picture talks to non-Nazi spyitz Duquesne about how the FBI totally did not install a two-way mirror on his office at the Times Square.","polarity_negation","Predicted Relationship: contradiction with 98.91% confidence."
"Double agent William Sebold (pictured right) talking with Nazi spy Fritz Duquesne, who was totally unaware that the FBI had installed a two-way mirror into Sebold's Times Square office .","Double agent William Sebold right in the picture talks to the Duquesne FBI a Nazi spy who was totally unaware that Fritz had installed a two-way mirror on his office in the Times Square.","RS","Predicted Relationship: contradiction with 58.53% confidence."
"Double agent William Sebold (pictured right) talking with Nazi spy Fritz Duquesne, who was totally unaware that the FBI had installed a two-way mirror into Sebold's Times Square office .","Double agent William Sebold left talks to Nazi spyitz Duquesne who is totally unaware that the FBI installed a two-way mirror on his office in the Times Square.","antonym","Predicted Relationship: entailment with 54.30% confidence."
"Col. Nikolaus Ritter, head of the Wehrmacht's head of military espionage, needed a man to pass information from their spies in the field to German hands, and conscripted Sebold into the position.","Helmut Ritter head of the Wehrmacht colonel and head of military spying needed a man who would pass information from his own spying in the field into the hands of the country and conscript Sebold into the position.","RD","Predicted Relationship: entailment with 52.28% confidence."
"Col. Nikolaus Ritter, head of the Wehrmacht's head of military espionage, needed a man to pass information from their spies in the field to German hands, and conscripted Sebold into the position.","Nikolaus Ritter head of the Wehrmacht colonel and external body part of the military spying needed a man who would pass information from his own spy in the field into the hands of Germany and conscript Sebold into the position.","hypernym","Predicted Relationship: entailment with 85.20% confidence."
"Col. Nikolaus Ritter, head of the Wehrmacht's head of military espionage, needed a man to pass information from their spies in the field to German hands, and conscripted Sebold into the position.","Nikolaus Ritter head of the Wehrmacht colonel and head of military spying did not need a man who would pass information from his own spy in the field into the hands of Germany and conscript Sebold into the position.","polarity_negation","Predicted Relationship: contradiction with 99.88% confidence."
"Col. Nikolaus Ritter, head of the Wehrmacht's head of military espionage, needed a man to pass information from their spies in the field to German hands, and conscripted Sebold into the position.","Nikolaus's colonel and head of military spying Ritter Wehrmacht needed a man who passed information from his field spies into Germany's hands and conscripted Sebold into the position.","RS","Predicted Relationship: entailment with 99.91% confidence."
"Col. Nikolaus Ritter, head of the Wehrmacht's head of military espionage, needed a man to pass information from their spies in the field to German hands, and conscripted Sebold into the position.","Nikolaus Ritter head of the Wehrmacht colonel and head of military spying needed a man who would pass information from his own spy in the field into the hands of Germany and conscript Sebold into the position.","antonym","Predicted Relationship: entailment with 99.85% confidence."
"However, instead of bending to the threats of the Wehrmacht, Sebold covertly contacted the U.S. Consulate in Cologne, Germany, informing them of what he had been forced into.","Sebold however coveredtly contacted the U.S. consulate in Köln Germany to inform them of his actions rather than to bend to the threat of the military.","RD","Predicted Relationship: entailment with 99.91% confidence."
"However, instead of bending to the threats of the Wehrmacht, Sebold covertly contacted the U.S. Consulate in Cologne, Germany, informing them of what he had been forced into.","Sebold however coveredtly contacted the U.S. consulate in Köln Germany to inform them of his actions rather than bending to the Wehrmacht threat.","hypernym","Predicted Relationship: entailment with 99.91% confidence."
"However, instead of bending to the threats of the Wehrmacht, Sebold covertly contacted the U.S. Consulate in Cologne, Germany, informing them of what he had been forced into.","Sebold however did not covertly contact the U.S. consulate in Köln Germany to inform it of his actions rather than bend to the Wehrmacht threat.","polarity_negation","Predicted Relationship: contradiction with 99.87% confidence."
"However, instead of bending to the threats of the Wehrmacht, Sebold covertly contacted the U.S. Consulate in Cologne, Germany, informing them of what he had been forced into.","Sebold however had contacts with the U.S. covert in Köln Germany via consulate to inform them of his actions rather than bending to the Wehrmacht threat.","RS","Predicted Relationship: entailment with 99.88% confidence."
"However, instead of bending to the threats of the Wehrmacht, Sebold covertly contacted the U.S. Consulate in Cologne, Germany, informing them of what he had been forced into.","Sebold however coveredtly contacted the U.S. consulate in Köln Germany to inform it of his actions rather than bending to the Wehrmacht threat.","antonym","Predicted Relationship: entailment with 99.93% confidence."
"Sebold was brought back to the United States, where he met with FBI officials who devise a new plan for him.","Sebold was brought back to the States where he met with FBI officials who devised a new plan for him.","RD","Predicted Relationship: entailment with 99.67% confidence."
"Sebold was brought back to the United States, where he met with FBI officials who devise a new plan for him.","Sebold was brought back to the United States where he met with the FBI's prescribed person who devised a new plan for him.","hypernym","Predicted Relationship: entailment with 82.94% confidence."
"Sebold was brought back to the United States, where he met with FBI officials who devise a new plan for him.","Sebold was brought back to the United States where he did not meet with FBI officials who had devised a new plan for him.","polarity_negation","Predicted Relationship: contradiction with 99.87% confidence."
"Sebold was brought back to the United States, where he met with FBI officials who devise a new plan for him.","The United States brought back to Sebold where he met with FBI officials who devised a new plan for him.","RS","Predicted Relationship: entailment with 96.95% confidence."
"Sebold was brought back to the United States, where he met with FBI officials who devise a new plan for him.","Sebold was brought back to the United States where he met with FBI officials who had devised a new plan for him.","antonym","Predicted Relationship: entailment with 94.52% confidence."
"Sebold told the FBI of spies already operating in America, and began to work with the FBI (who, at the time, had no counterespionage program in place) to set up shop in New York City, to build a case against the Americans working for the Nazis.","Sebold told the FBI which at the time did not have a surveillance program in place that the spy was already operating in America and began working with the FBI to set up a surveillance program in New York City to build a case against the Nazis.","RD","Predicted Relationship: entailment with 95.40% confidence."
"Sebold told the FBI of spies already operating in America, and began to work with the FBI (who, at the time, had no counterespionage program in place) to set up shop in New York City, to build a case against the Americans working for the Nazis.","Sebold told the FBI which at the time did not have a surveillance program in place that there was a spy frame that was already operating in America and began working with the FBI to set up a shop in New York City to build a case against the Nazis.","hypernym","Predicted Relationship: entailment with 97.58% confidence."
"Sebold told the FBI of spies already operating in America, and began to work with the FBI (who, at the time, had no counterespionage program in place) to set up shop in New York City, to build a case against the Americans working for the Nazis.","Sebold told the FBI which at the time did not have a surveillance program in place that the spy was already operating in non-america and began working with the FBI to set up a shop in New York City to build a case against the Nazis.","polarity_negation","Predicted Relationship: contradiction with 99.76% confidence."
"Sebold told the FBI of spies already operating in America, and began to work with the FBI (who, at the time, had no counterespionage program in place) to set up shop in New York City, to build a case against the Americans working for the Nazis.","Sebold told the FBI which at the time did not have a surveillance program in place that the spy was a New American operating in America and began working with the FBI to set up a shop there already in York City to build a case against the Nazis.","RS","Predicted Relationship: neutral with 99.62% confidence."
"Sebold told the FBI of spies already operating in America, and began to work with the FBI (who, at the time, had no counterespionage program in place) to set up shop in New York City, to build a case against the Americans working for the Nazis.","Sebold told the FBI which at the time did not have a surveillance program in place that there were spying people already operating in America and began working with the FBI to set up a boycott in New York City to build a case against the Nazis.","antonym","Predicted Relationship: contradiction with 84.22% confidence."
"As he moved up the ranks of the German spy community in the United States, Sebold set up a dummy office in Times Square for German spies to hand over information to him.","Sebold set up a dummy office in Times Square to hand over information to German spies as he moved up the ranks of the spy community in the United States.","RD","Predicted Relationship: contradiction with 99.07% confidence."
"As he moved up the ranks of the German spy community in the United States, Sebold set up a dummy office in Times Square for German spies to hand over information to him.","Sebold set up a dummy office in Times Square to hand over his collection to a German spy when he moved up the ranks of the American spies community.","hypernym","Predicted Relationship: contradiction with 99.97% confidence."
"As he moved up the ranks of the German spy community in the United States, Sebold set up a dummy office in Times Square for German spies to hand over information to him.","Sebold set up a dummy office in Times Square to hand over information to German spies when he did not move up the ranks of the American spies community.","polarity_negation","Predicted Relationship: contradiction with 99.75% confidence."
"As he moved up the ranks of the German spy community in the United States, Sebold set up a dummy office in Times Square for German spies to hand over information to him.","When he moved up the ranks of the spy community in United States the US set up a dummy office in Times Square to hand over information to the German spy.","RS","Predicted Relationship: contradiction with 99.91% confidence."
"As he moved up the ranks of the German spy community in the United States, Sebold set up a dummy office in Times Square for German spies to hand over information to him.","Sebold set up a dummy office in Times Square to hand over information to German spies as he moved up the ranks of the American spies community.","antonym","Predicted Relationship: contradiction with 99.94% confidence."
"Among the spies that were complicit in the conspiracy were Frederick Duquesne, the leader, a war veteran, Nazi sympathizer, and overall eccentric character who wore a monocle and operated an office in Wall Street.","Frederick Duquesne was one of the conspiratorial complicit spy's a war veteran an eccentric character in a monocle and operating an office on Wall Street. He sympathized with the Nazis.","RD","Predicted Relationship: entailment with 99.97% confidence."
"Among the spies that were complicit in the conspiracy were Frederick Duquesne, the leader, a war veteran, Nazi sympathizer, and overall eccentric character who wore a monocle and operated an office in Wall Street.","Frederick Duquesne a leading politician who sympathized with the Nazis a war veteran an overall eccentric character wore a monocle and operated an office on Wall Street was permitted to be a conspiratorial complicit spy.","hypernym","Predicted Relationship: entailment with 99.61% confidence."
"Among the spies that were complicit in the conspiracy were Frederick Duquesne, the leader, a war veteran, Nazi sympathizer, and overall eccentric character who wore a monocle and operated an office in Wall Street.","Frederick Duquesne was one of the conspiratorial complicit spy's a war veteran an overall eccentric character a monocle-wearing character and a manager of an office on Wall Street.","polarity_negation","Predicted Relationship: entailment with 99.96% confidence."
"Among the spies that were complicit in the conspiracy were Frederick Duquesne, the leader, a war veteran, Nazi sympathizer, and overall eccentric character who wore a monocle and operated an office in Wall Street.","Frederick Duquesne a Nazi sympathiser war veteran and leading character was overall a monocle-wearing spy with a conspiracy complicity.","RS","Predicted Relationship: entailment with 99.88% confidence."
"Among the spies that were complicit in the conspiracy were Frederick Duquesne, the leader, a war veteran, Nazi sympathizer, and overall eccentric character who wore a monocle and operated an office in Wall Street.","Frederick Duquesne was one of the conspiratorial complicit spy's a deficit-sympathizer for the Nazis an overall eccentric war veteran wearing a monocle operating an office on Wall Street.","antonym","Predicted Relationship: entailment with 99.86% confidence."
"Duquesne was the master coordinator of the Nazi spy ring in the United States.","Duquesne coordinated the Nazi spy ring in the United States.","RD","Predicted Relationship: entailment with 99.94% confidence."
"Duquesne was the master coordinator of the Nazi spy ring in the United States.","Duquesne was a master of coordinating a Nazi spy ring in the United States.","hypernym","Predicted Relationship: entailment with 99.89% confidence."
"Duquesne was the master coordinator of the Nazi spy ring in the United States.","Duquesne was a master of coordinating Nazi spy ringes in non-US.","polarity_negation","Predicted Relationship: contradiction with 96.34% confidence."
"Duquesne was the master coordinator of the Nazi spy ring in the United States.","The State masterminded the coordination of the Nazi spy ring in Duquesne.","RS","Predicted Relationship: entailment with 88.73% confidence."
"Duquesne was the master coordinator of the Nazi spy ring in the United States.","Duquesne was a master of coordinating Nazi spy ring in the United States.","antonym","Predicted Relationship: entailment with 99.84% confidence."
"He would reportedly call companies like Grumman Aircraft Engineering, and requesting photos and plans of their developing technology for made-up 'lectures' he was giving.","He reportedly called companies such as Aircraft Engineering and requested photos and plans of their developed technology for his made up lectures.","RD","Predicted Relationship: entailment with 92.57% confidence."
"He would reportedly call companies like Grumman Aircraft Engineering, and requesting photos and plans of their developing technology for made-up 'lectures' he was giving.","He reportedly called companies such as rumman aircraft engineering and requested photos and plans of their developed technology for his made up lectures.","hypernym","Predicted Relationship: entailment with 97.05% confidence."
"He would reportedly call companies like Grumman Aircraft Engineering, and requesting photos and plans of their developing technology for made-up 'lectures' he was giving.","He reportedly called companies such as rumman aircraft engineering and requested no photos and no plans of the developed technology for his made up lectures.","polarity_negation","Predicted Relationship: contradiction with 99.98% confidence."
"He would reportedly call companies like Grumman Aircraft Engineering, and requesting photos and plans of their developing technology for made-up 'lectures' he was giving.","He reportedly called companies such as grumman engineering and photo and requested plans for grumman engineering's developed technology for his made up lectures: "Aircraft."","RS","Predicted Relationship: neutral with 88.84% confidence."
"He would reportedly call companies like Grumman Aircraft Engineering, and requesting photos and plans of their developing technology for made-up 'lectures' he was giving.","He reportedly called companies such as rumman aircraft engineering and requested photos and plans of their developed technology for his unmade up lecture.","antonym","Predicted Relationship: contradiction with 99.81% confidence."
"Before working as a Nazi spy, Duquesne had a career as a journalist with the New York Herald.","He had a journalist career with the New York Herald before working for a Nazi spy.","RD","Predicted Relationship: entailment with 98.96% confidence."
"Before working as a Nazi spy, Duquesne had a career as a journalist with the New York Herald.","Duquesne received a journalist career with the New York Herald before working with Nazi spy.","hypernym","Predicted Relationship: entailment with 99.93% confidence."
"Before working as a Nazi spy, Duquesne had a career as a journalist with the New York Herald.","Duquesne had a journalistic career with the New York Herald before working for a Nazi spy.","polarity_negation","Predicted Relationship: entailment with 96.40% confidence."
"Before working as a Nazi spy, Duquesne had a career as a journalist with the New York Herald.","Duquesne had a spy career with the New York Herald before working with Nazi journalists.","RS","Predicted Relationship: contradiction with 99.66% confidence."
"Before working as a Nazi spy, Duquesne had a career as a journalist with the New York Herald.","Duquesne had a journalistic career with the New York Herald before working for a Nazi spy.","antonym","Predicted Relationship: entailment with 96.40% confidence."
"The companies often complied, and when he received the materials he would pass them to the Nazis.","Companies often comply and he passes the material to the people when he receives it.","RD","Predicted Relationship: entailment with 99.79% confidence."
"The companies often complied, and when he received the materials he would pass them to the Nazis.","Organisations often complyed and he passed the material to Nazis when he received the material.","hypernym","Predicted Relationship: entailment with 99.94% confidence."
"The companies often complied, and when he received the materials he would pass them to the Nazis.","Companies often comply and he did not pass the material to Nazis when he received them.","polarity_negation","Predicted Relationship: contradiction with 99.58% confidence."
"The companies often complied, and when he received the materials he would pass them to the Nazis.","Companies often comply and he passed the material to Nazis when he received the material.","RS","Predicted Relationship: entailment with 99.95% confidence."
"The companies often complied, and when he received the materials he would pass them to the Nazis.","Companies infrequently comply and he passed the material to Nazis when he received the material.","antonym","Predicted Relationship: contradiction with 99.81% confidence."
"Frederick 'Fritz' Duquesne, pictured left in his younger years, lead one of the largest espionage rings in American history.","Fritz Duquesne a young leftist pictured led one of America's largest spy ring.","RD","Predicted Relationship: entailment with 98.46% confidence."
"Frederick 'Fritz' Duquesne, pictured left in his younger years, lead one of the largest espionage rings in American history.","Frederick Fritz Duquesne a young leftist pictured led one of America's largest spy ring.","hypernym","Predicted Relationship: entailment with 98.77% confidence."
"Frederick 'Fritz' Duquesne, pictured left in his younger years, lead one of the largest espionage rings in American history.","Frederick Fritz Duquesne a young leftist pictured was not the leader of one of America's largest spy ring.","polarity_negation","Predicted Relationship: contradiction with 99.82% confidence."
"Frederick 'Fritz' Duquesne, pictured left in his younger years, lead one of the largest espionage rings in American history.","Frederick Fritz Duquesne who was more pictured on the left than America led one of the largest espionage rings in young American history.","RS","Predicted Relationship: neutral with 82.99% confidence."
"Frederick 'Fritz' Duquesne, pictured left in his younger years, lead one of the largest espionage rings in American history.","Frederick Fritz Duquesne a young leftist pictured led one of the smallest spies ring in American history.","antonym","Predicted Relationship: contradiction with 99.92% confidence."
"He was assisted by Lilly Stein (pictured right) who would often sleep with men in order to extract information from them .","He was assisted by the right winger Lilly Stein who often sleeps with a man to extract information from him.","RD","Predicted Relationship: neutral with 95.71% confidence."
"He was assisted by Lilly Stein (pictured right) who would often sleep with men in order to extract information from them .","He was assisted by picture-corrector Lilly Stein who often sleeps with a man to extract information from him.","hypernym","Predicted Relationship: neutral with 73.71% confidence."
"He was assisted by Lilly Stein (pictured right) who would often sleep with men in order to extract information from them .","Neither did the picture-right Lilly Stein who often sleeps with a man to extract information from him.","polarity_negation","Predicted Relationship: contradiction with 84.19% confidence."
"He was assisted by Lilly Stein (pictured right) who would often sleep with men in order to extract information from them .","a href="http://www.youtube.com/watch?v=gbbggbgbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggbggb","RS","Predicted Relationship: neutral with 99.59% confidence."
"He was assisted by Lilly Stein (pictured right) who would often sleep with men in order to extract information from them .","He was assisted by the right-winger Lilly Stein who rarely sleeps with a man to extract information from him.","antonym","Predicted Relationship: contradiction with 98.46% confidence."
"A photograph snapped by the FBI of Duquesne while he walked the streets of New York City .","Duquesne took a photograph taken by the FBI as she walked through York City.","RD","Predicted Relationship: neutral with 55.03% confidence."
"A photograph snapped by the FBI of Duquesne while he walked the streets of New York City .","Duquesne took a photograph taken by the FBI as she walked through the streets of New York City.","hypernym","Predicted Relationship: neutral with 61.63% confidence."
"A photograph snapped by the FBI of Duquesne while he walked the streets of New York City .","Duquesne took a photograph that was not taken by the FBI as she walked through New York City.","polarity_negation","Predicted Relationship: neutral with 67.65% confidence."
"A photograph snapped by the FBI of Duquesne while he walked the streets of New York City .","City was photographed walking through the streets of New York Duquesne when the FBI snapped the photo.","RS","Predicted Relationship: contradiction with 75.04% confidence."
"A photograph snapped by the FBI of Duquesne while he walked the streets of New York City .","Duquesne took a photograph taken by the FBI while riding on a street in New York City.","antonym","Predicted Relationship: contradiction with 88.29% confidence."
"Duquesne walknig with Sebold, taken on May 29, 1940 .","By Duquesne Walknig with Sebold (taken May 1940).","RD","Predicted Relationship: entailment with 97.28% confidence."
"Duquesne walknig with Sebold, taken on May 29, 1940 .","By Duquesne Walknig with Sebold * Moved May 29 1940","hypernym","Predicted Relationship: neutral with 64.52% confidence."
"Duquesne walknig with Sebold, taken on May 29, 1940 .","By Duquesne Walknig with Sebold (taken May 29 1940).","polarity_negation","Predicted Relationship: entailment with 98.80% confidence."
"Duquesne walknig with Sebold, taken on May 29, 1940 .","By Duquesne 5 with Sebold (Taken 29 March 1940).","RS","Predicted Relationship: contradiction with 98.56% confidence."
"Duquesne walknig with Sebold, taken on May 29, 1940 .","By Duquesne Walknig with Sebold (obviated May 29 1940).","antonym","Predicted Relationship: entailment with 42.82% confidence."
"Sebold also came into contact with Lilly Stein, a 'femme fatale' that attempted to seduce him.","Sebold had contacts with Lilly Stein a femme-fatale who attempted to seduce her.","RD","Predicted Relationship: entailment with 59.50% confidence."
"Sebold also came into contact with Lilly Stein, a 'femme fatale' that attempted to seduce him.","Sebold also contacts Lilly Stein a femme-fatale who tries to seduce herself.","hypernym","Predicted Relationship: contradiction with 97.46% confidence."
"Sebold also came into contact with Lilly Stein, a 'femme fatale' that attempted to seduce him.","Sebold also had contact with Lilly Stein a femme-fatale who attempted to seduce her.","polarity_negation","Predicted Relationship: contradiction with 82.54% confidence."
"Sebold also came into contact with Lilly Stein, a 'femme fatale' that attempted to seduce him.","Also Sebold had contact with Lilly Stein a femme-fatale who attempted to seduce her.","RS","Predicted Relationship: contradiction with 65.89% confidence."
"Sebold also came into contact with Lilly Stein, a 'femme fatale' that attempted to seduce him.","Sebold also contacts Lilly Stein a femme-fatale who tries to seduce herself.","antonym","Predicted Relationship: contradiction with 97.46% confidence."
"Stein was a German spy who was described as a 'good-looking nymphomaniac' by one FBI agent, her specialty being luring men to bed, where they would pillow-talk about war developments or big deals taking place in industry or finance.","His specialty luring men into a bed where they talk about war development or big deals in industry is spying on Heinrich a German described by one FBI agent as a "looks good" nymphomaniac.","RD","Predicted Relationship: contradiction with 97.10% confidence."
"Stein was a German spy who was described as a 'good-looking nymphomaniac' by one FBI agent, her specialty being luring men to bed, where they would pillow-talk about war developments or big deals taking place in industry or finance.","His specialty luring men into a bed where they talk about war development or big deals in business or finance is the spying of Rein German described by one FBI agent as a "looks good" nymphomaniac.","hypernym","Predicted Relationship: entailment with 97.91% confidence."
